일시,지역명,방문자수,검색건수,관외 이동량,숙박업소 개수,sns
3,부산광역시 강서구,6165852,230318,939923,55,23850.0
3,부산광역시 연제구,5500971,35563,767097,42,21289.0
3,부산광역시 수영구,6176649,109537,693015,107,87109.0
3,부산광역시 사상구,5680231,83972,769113,63,29150.0
3,부산광역시 기장군,6479725,347350,694211,109,55965.0
4,부산광역시 중구,4374035,74837,595714,89,26254.0
4,부산광역시 서구,3212495,26651,409867,44,14213.0
4,부산광역시 동구,4057760,68996,519866,82,17225.0
4,부산광역시 영도구,3315071,35844,252029,33,24134.0
4,부산광역시 동래구,7090898,94002,835712,54,36642.0
4,부산광역시 남구,6585555,75340,647316,37,24442.0
4,부산광역시 북구,6410639,52393,403454,53,17635.0
4,부산광역시 사하구,6159300,58962,482030,39,15813.0
4,부산광역시 금정구,5996921,86395,670007,29,22351.0
4,부산광역시 강서구,5993259,215404,924458,58,23863.0
4,부산광역시 연제구,5117715,35844,764610,42,22975.0
4,부산광역시 수영구,5895718,111146,676715,109,83888.0
4,부산광역시 사상구,5059636,75378,720189,63,27458.0
4,부산광역시 기장군,6416538,342535,715211,114,52790.0
5,부산광역시 중구,4695982,77956,612716,89,30139.0
5,부산광역시 서구,3495929,28792,419621,45,15182.0
5,부산광역시 동구,4378428,74720,532155,83,22297.0
5,부산광역시 영도구,3702081,39105,269920,35,30982.0
5,부산광역시 동래구,7586658,101842,862752,53,37232.0
5,부산광역시 남구,7261073,76613,649791,37,27122.0
5,부산광역시 북구,6817278,56105,420075,53,21580.0
5,부산광역시 사하구,6514359,65041,497872,39,17634.0
5,부산광역시 금정구,6728797,91137,689544,29,23423.0
5,부산광역시 강서구,6303892,220572,911352,57,25665.0
5,부산광역시 연제구,5438971,39105,762204,42,24539.0
5,부산광역시 수영구,6263937,121145,721910,109,100448.0
5,부산광역시 사상구,5474395,79424,716426,62,28714.0
5,부산광역시 기장군,6815933,365020,755554,118,61043.0
6,부산광역시 중구,4506201,71558,745487,89,31664.0
6,부산광역시 서구,3299009,28964,527262,45,16258.0
6,부산광역시 동구,4154927,71042,679473,85,19753.0
6,부산광역시 영도구,3536280,36651,335989,34,29234.0
6,부산광역시 동래구,6973956,96268,1068158,53,39038.0
6,부산광역시 남구,6548038,76975,787982,37,26663.0
6,부산광역시 사하구,5901234,67627,598408,39,18402.0
6,부산광역시 금정구,5967474,82387,816874,30,26700.0
6,부산광역시 강서구,5929984,223583,1169848,57,24322.0
6,부산광역시 연제구,3836837,36651,946974,42,24203.0
6,부산광역시 수영구,5947170,116247,910911,112,111564.0
6,부산광역시 사상구,4710330,75543,873710,63,28640.0
6,부산광역시 기장군,6470926,345380,928952,119,58704.0
7,부산광역시 중구,4486308,77257,600863,89,31514.0
7,부산광역시 서구,3274793,29107,430182,45,16340.0
7,부산광역시 동구,4285226,78134,578628,83,21822.0
7,부산광역시 영도구,3516811,42424,258864,34,26723.0
7,부산광역시 동래구,7108206,102861,914366,53,37007.0
7,부산광역시 남구,6498775,76051,616851,36,27316.0
7,부산광역시 사하구,6041470,70564,483168,39,17583.0
7,부산광역시 금정구,5848971,82503,639214,30,21165.0
7,부산광역시 강서구,5978592,225556,975361,57,25458.0
7,부산광역시 연제구,3939599,42424,803110,42,24430.0
7,부산광역시 수영구,6225889,133321,788433,110,132872.0
7,부산광역시 사상구,4773040,77705,705175,63,30008.0
7,부산광역시 기장군,6612142,357037,718632,119,64194.0
8,부산광역시 중구,4609514,88473,629994,91,35959.0
8,부산광역시 서구,3322738,36695,444599,44,18422.0
8,부산광역시 동구,4337064,81458,576563,83,24692.0
8,부산광역시 영도구,3575053,44521,283604,35,31114.0
8,부산광역시 동래구,7068850,108230,912325,54,38607.0
8,부산광역시 남구,6501790,87394,612456,37,28963.0
8,부산광역시 북구,6514319,56690,432842,51,23881.0
8,부산광역시 사하구,6088148,81532,497978,39,20524.0
8,부산광역시 금정구,5821007,85772,635619,30,23087.0
8,부산광역시 강서구,6004394,233827,955646,58,26310.0
8,부산광역시 연제구,4247960,44521,806071,42,27233.0
8,부산광역시 수영구,6303610,149766,848220,109,162406.0
8,부산광역시 사상구,4802874,81077,695491,62,30741.0
8,부산광역시 기장군,6714423,408383,805984,123,72405.0
9,부산광역시 중구,4619802,74938,633846,89,31137.0
9,부산광역시 서구,3366931,39561,487131,43,15432.0
9,부산광역시 동구,4107676,76289,563236,85,21412.0
9,부산광역시 영도구,3613365,40457,316527,35,26390.0
9,부산광역시 동래구,7126627,95470,926785,54,34622.0
9,부산광역시 남구,6875955,90173,725106,37,25474.0
9,부산광역시 북구,6752981,54707,480257,53,19754.0
9,부산광역시 사하구,6380145,76148,567923,39,19043.0
9,부산광역시 금정구,6419483,90832,771027,30,21737.0
9,부산광역시 강서구,5909289,230061,983464,58,24930.0
9,부산광역시 연제구,4572037,40457,829022,42,24480.0
9,부산광역시 수영구,5950873,124881,790570,116,120914.0
9,부산광역시 사상구,5156769,87719,786278,63,28848.0
9,부산광역시 기장군,6395912,391107,793351,124,62734.0
10,부산광역시 중구,4834592,79897,654959,89,31982.0
10,부산광역시 서구,3443089,41342,474839,43,15638.0
10,부산광역시 동구,4475886,78095,588290,85,21901.0
10,부산광역시 영도구,3625885,36123,286000,34,27649.0
10,부산광역시 동래구,7456556,92130,903802,53,36587.0
10,부산광역시 남구,6939768,95537,663854,36,26419.0
10,부산광역시 북구,6909313,59592,438469,54,20296.0
10,부산광역시 사하구,6564264,76578,515730,39,18500.0
10,부산광역시 금정구,6425444,97307,698407,30,24091.0
10,부산광역시 강서구,6176150,255190,980151,58,28781.0
10,부산광역시 연제구,4876937,36123,806751,42,27359.0
10,부산광역시 수영구,6139174,119978,765873,118,111744.0
10,부산광역시 사상구,5328954,92322,751883,63,30741.0
10,부산광역시 기장군,6697064,435136,786194,122,65703.0
11,부산광역시 중구,4499309,72438,797172,92,31725.0
11,부산광역시 서구,3256882,33436,590353,44,16388.0
11,부산광역시 동구,4196258,75532,739626,87,19812.0
11,부산광역시 영도구,3415043,37567,334516,35,24486.0
11,부산광역시 동래구,7068344,85460,1115599,53,37117.0
11,부산광역시 남구,6830974,88999,851250,35,27224.0
11,부산광역시 북구,6635743,51369,541144,54,19574.0
11,부산광역시 사하구,6348800,62556,636307,39,19141.0
11,부산광역시 금정구,6321919,87992,870341,30,23238.0
11,부산광역시 강서구,5762632,220960,1227865,57,23803.0
11,부산광역시 연제구,4651479,37567,1027712,42,29172.0
11,부산광역시 수영구,5739288,105563,956850,120,102564.0
11,부산광역시 사상구,5165135,81469,941981,64,29474.0
11,부산광역시 기장군,5972497,344427,883472,119,57818.0
12,부산광역시 중구,4914123,100502,735695,92,37073.0
12,부산광역시 서구,3209899,38208,467390,45,18186.0
12,부산광역시 동구,4168884,82060,598980,88,21673.0
12,부산광역시 영도구,3506460,47401,265039,36,23382.0
12,부산광역시 동래구,7126414,103728,906774,52,36963.0
12,부산광역시 남구,6608396,92656,657310,36,28063.0
12,부산광역시 북구,6654269,58525,445227,54,23356.0
12,부산광역시 사하구,6109678,72737,512573,39,20796.0
12,부산광역시 금정구,6133506,84463,667244,30,20237.0
12,부산광역시 강서구,5623915,246502,979106,58,27869.0
12,부산광역시 연제구,4782942,47401,846499,42,30175.0
12,부산광역시 수영구,5786947,133939,790823,119,113298.0
12,부산광역시 사상구,5063072,88301,740811,64,30649.0
12,부산광역시 기장군,6169576,427355,750846,123,61738.0
1,울산광역시 중구,5549366,43463,449007,24,12785.0
1,울산광역시 남구,9906225,158316,1055144,118,29338.0
1,울산광역시 동구,3751452,41761,275521,36,10667.0
1,울산광역시 북구,5467995,84056,604925,43,12814.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
1,울산광역시 울주군,6653371,162216,688870,159,15405.0
2,울산광역시 중구,4940707,45872,426734,24,14030.0
2,울산광역시 남구,8982853,154585,1041760,118,27312.0
2,울산광역시 동구,3504765,44721,274780,36,11014.0
2,울산광역시 북구,5063063,79706,602502,43,12627.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
2,울산광역시 울주군,6056672,155198,682991,157,16549.0
3,울산광역시 중구,5693869,50776,421506,23,15114.0
3,울산광역시 남구,10303537,168039,1058640,118,34137.0
3,울산광역시 동구,4022881,49988,282993,36,11662.0
3,울산광역시 북구,5633800,85609,604311,44,14119.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
3,울산광역시 울주군,7092123,180498,748035,156,20140.0
4,울산광역시 중구,5383887,52672,425107,23,15038.0
4,울산광역시 남구,9542091,169105,1057863,121,33107.0
4,울산광역시 동구,3841159,44138,288869,40,12807.0
4,울산광역시 북구,5363770,76504,602886,49,14098.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
4,울산광역시 울주군,6620302,155911,713744,167,18966.0
5,울산광역시 중구,5778814,65326,455741,23,18059.0
5,울산광역시 남구,10479984,199289,1111852,121,36416.0
5,울산광역시 동구,4069459,48500,297617,40,13071.0
5,울산광역시 북구,5710499,83419,619257,49,16128.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
5,울산광역시 울주군,7170132,172350,745467,167,21163.0
6,울산광역시 중구,5405135,55906,553178,23,15985.0
6,울산광역시 남구,9798502,176149,1360555,123,34440.0
6,울산광역시 동구,3848026,48824,386295,40,15296.0
6,울산광역시 북구,5323413,80889,777270,50,15367.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
6,울산광역시 울주군,6690718,163541,923889,174,20860.0
7,울산광역시 중구,5464847,56757,466018,25,17561.0
7,울산광역시 남구,9869212,180032,1116466,123,34992.0
7,울산광역시 동구,3894985,46153,312600,39,17114.0
7,울산광역시 북구,5481325,86180,656304,52,16270.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
7,울산광역시 울주군,6861259,178622,770009,174,23051.0
8,울산광역시 중구,5302414,57621,454623,25,17603.0
8,울산광역시 남구,9744902,180068,1067652,123,36826.0
8,울산광역시 동구,3856208,55171,301099,39,16296.0
8,울산광역시 북구,5510888,92851,632616,53,17690.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
8,울산광역시 울주군,7002517,207607,811858,177,26107.0
9,울산광역시 중구,5332971,57433,481584,25,16687.0
9,울산광역시 남구,9844164,176723,1120760,123,34732.0
9,울산광역시 동구,3886326,55353,322652,39,14567.0
9,울산광역시 북구,5464183,93052,635123,54,16062.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
9,울산광역시 울주군,7010402,188205,814720,177,20724.0
10,울산광역시 중구,5505242,66510,485313,25,17043.0
10,울산광역시 남구,10056457,177219,1123932,124,35981.0
10,울산광역시 동구,3896981,57606,299992,39,16289.0
10,울산광역시 북구,5531679,95357,630691,53,17273.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
10,울산광역시 울주군,7378275,217165,791236,176,23241.0
11,울산광역시 중구,5173570,54532,601255,25,16132.0
11,울산광역시 남구,9674616,169844,1418388,123,36879.0
11,울산광역시 동구,3714205,44362,365954,39,14010.0
11,울산광역시 북구,5227414,86486,786487,54,17205.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
11,울산광역시 울주군,6760292,173870,932429,179,20399.0
12,울산광역시 중구,5128461,56437,483594,25,16771.0
12,울산광역시 남구,9735715,196947,1137720,124,38440.0
12,울산광역시 동구,3629664,48889,290755,39,13998.0
12,울산광역시 북구,5298846,100906,652805,54,20546.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
12,울산광역시 울주군,6404782,179452,711791,179,19517.0
1,전라남도 강진군,1137045,16281,85097,10,10080.0
2,전라남도 강진군,1018882,19625,76438,10,9055.0
3,전라남도 강진군,1222612,23334,91513,10,14379.0
4,전라남도 강진군,1293504,33926,106191,12,14299.0
5,전라남도 여수시,7319382,297096,575819,597,58669.0
5,전라남도 순천시,8200530,230367,549415,183,45364.0
5,전라남도 나주시,3866193,72362,307562,52,16223.0
5,전라남도 광양시,3751427,57720,289332,73,22304.0
5,전라남도 담양군,2327020,103573,277136,79,21156.0
5,전라남도 곡성군,1318156,35449,151468,18,7938.0
5,전라남도 구례군,976359,32949,98540,75,8481.0
5,전라남도 고흥군,1536994,34144,131156,47,10878.0
5,전라남도 보성군,1396079,30445,130866,27,10023.0
5,전라남도 화순군,2488891,46048,200090,23,9697.0
5,전라남도 장흥군,1300534,14773,73281,13,12503.0
5,전라남도 강진군,1231317,20040,93393,12,16249.0
5,전라남도 해남군,1904145,34701,144891,40,16692.0
5,전라남도 영암군,2126925,22573,192370,18,6074.0
5,전라남도 함평군,1092100,22708,123929,14,6105.0
5,전라남도 영광군,1696377,28117,120940,23,9264.0
5,전라남도 장성군,1794607,36802,179586,34,9136.0
5,전라남도 완도군,1617072,31804,92488,66,7822.0
5,전라남도 진도군,936726,32300,75829,18,11148.0
5,전라남도 신안군,1250790,18049,120942,22,7099.0
6,전라남도 여수시,7030724,282577,699748,603,61407.0
6,전라남도 순천시,7486224,176641,580821,184,47549.0
6,전라남도 나주시,3660202,72621,369491,52,15729.0
6,전라남도 광양시,3413568,55559,355159,73,22322.0
6,전라남도 담양군,2238395,98092,328700,81,19435.0
6,전라남도 곡성군,954331,19409,122081,17,6396.0
6,전라남도 구례군,899310,26560,102931,78,8151.0
6,전라남도 고흥군,1446644,28740,137300,47,9440.0
6,전라남도 보성군,1237961,31481,145728,27,10616.0
6,전라남도 화순군,2346814,42559,238761,21,8523.0
6,전라남도 장흥군,1251049,14114,82303,13,11550.0
6,전라남도 강진군,1146054,17465,102042,13,15370.0
6,전라남도 해남군,1695995,34702,167154,40,15706.0
6,전라남도 영암군,1918309,22446,234458,16,7324.0
6,전라남도 함평군,939871,19279,135271,14,7460.0
6,전라남도 영광군,1648309,27705,145344,23,10028.0
6,전라남도 장성군,1668681,36117,205405,34,9535.0
6,전라남도 완도군,1430809,25011,93362,62,7313.0
6,전라남도 진도군,897909,31076,89064,18,8348.0
6,전라남도 신안군,1172539,21653,146428,22,10127.0
7,전라남도 여수시,7296367,336112,650755,610,63423.0
7,전라남도 순천시,7423394,150920,451683,183,44471.0
7,전라남도 나주시,3645005,70152,295498,52,16444.0
7,전라남도 광양시,3523935,61865,307440,73,22497.0
7,전라남도 담양군,2190049,95329,245562,81,19499.0
7,전라남도 곡성군,842766,13897,84220,17,4705.0
7,전라남도 구례군,893719,25883,81143,78,7368.0
7,전라남도 고흥군,1441997,31508,120722,46,8746.0
7,전라남도 보성군,1168607,25189,107152,26,9832.0
7,전라남도 화순군,2366467,44606,190679,21,9121.0
7,전라남도 장흥군,1287043,16683,73086,14,13603.0
7,전라남도 강진군,1118127,16781,81439,14,14169.0
7,전라남도 해남군,1657425,31107,130527,42,17853.0
7,전라남도 영암군,1873963,25033,194052,18,6643.0
7,전라남도 함평군,892514,15368,102379,14,6368.0
7,전라남도 영광군,1611971,26728,111872,23,9623.0
7,전라남도 장성군,1540687,32165,157180,34,8948.0
7,전라남도 완도군,1451694,28876,85804,64,8507.0
7,전라남도 진도군,900798,33797,77898,18,9394.0
7,전라남도 신안군,1072669,18536,96830,22,9508.0
8,전라남도 여수시,7574928,449692,823339,621,71238.0
8,전라남도 순천시,7538375,171756,486060,183,47672.0
8,전라남도 나주시,3735452,81106,323460,52,17743.0
8,전라남도 광양시,3658303,79308,344791,72,22456.0
8,전라남도 담양군,2360799,130889,312852,82,22739.0
8,전라남도 곡성군,885184,18743,101536,17,5555.0
8,전라남도 구례군,1057687,44898,131897,76,10278.0
8,전라남도 고흥군,1472944,40567,150104,46,8488.0
8,전라남도 보성군,1204584,28865,127855,27,8263.0
8,전라남도 화순군,2405236,51788,216459,19,9785.0
8,전라남도 장흥군,1279019,19921,90549,14,13086.0
8,전라남도 강진군,1160121,20576,94545,14,13794.0
8,전라남도 해남군,1808566,41889,169626,43,17356.0
8,전라남도 영암군,1962046,31478,205219,18,6953.0
8,전라남도 함평군,949365,19567,119119,14,6194.0
8,전라남도 영광군,1690019,34076,134221,25,9895.0
8,전라남도 장성군,1600665,37804,178838,34,9036.0
8,전라남도 완도군,1556918,38906,121954,66,8474.0
8,전라남도 진도군,979246,41973,103217,18,9264.0
8,전라남도 신안군,1213475,25808,134551,22,8279.0
9,전라남도 여수시,6851977,311741,655572,622,55111.0
9,전라남도 순천시,7353566,200273,585479,184,44116.0
9,전라남도 나주시,3589555,76495,362653,54,15823.0
9,전라남도 광양시,3370346,59302,323329,75,20168.0
9,전라남도 담양군,2230888,111765,293607,83,22910.0
9,전라남도 곡성군,885322,18687,121998,17,5815.0
9,전라남도 구례군,917759,33585,108209,77,8132.0
9,전라남도 고흥군,1488860,40416,176090,46,8142.0
9,전라남도 보성군,1238154,33386,157447,28,8060.0
9,전라남도 화순군,2196535,43616,218410,19,9212.0
9,전라남도 장흥군,1264154,18173,102546,15,12671.0
9,전라남도 강진군,1177216,23108,116563,14,13153.0
9,전라남도 해남군,1846221,41217,198157,43,14425.0
9,전라남도 영암군,1944333,29549,228331,18,8753.0
9,전라남도 함평군,946134,28321,153854,14,5785.0
9,전라남도 영광군,1843821,71269,199172,25,12163.0
9,전라남도 장성군,1568451,39160,199873,34,8884.0
9,전라남도 완도군,1560888,34817,121789,66,6719.0
9,전라남도 진도군,993480,36826,104353,18,8464.0
9,전라남도 신안군,1285840,25399,139917,22,7870.0
10,전라남도 여수시,7537994,341476,641137,612,59230.0
10,전라남도 순천시,8319478,296303,597996,184,51306.0
10,전라남도 나주시,3819959,93817,328354,53,19558.0
10,전라남도 광양시,3622624,66141,312314,75,20013.0
10,전라남도 담양군,2372644,129151,273957,84,26250.0
10,전라남도 곡성군,938114,24538,108061,17,5680.0
10,전라남도 구례군,1080508,44980,106824,75,9103.0
10,전라남도 고흥군,1502174,35900,124047,47,10418.0
10,전라남도 보성군,1316658,35419,127458,27,9231.0
10,전라남도 화순군,2434457,65267,214243,19,10631.0
10,전라남도 장흥군,1282341,19148,78562,15,12469.0
10,전라남도 강진군,1238680,30676,98420,14,15410.0
10,전라남도 해남군,1937318,39631,148849,42,16226.0
10,전라남도 영암군,2074405,32417,213932,18,7406.0
10,전라남도 함평군,1022875,35303,131363,14,6443.0
10,전라남도 영광군,1727853,46859,131884,25,11277.0
10,전라남도 장성군,1941478,74403,220257,34,13289.0
10,전라남도 완도군,1661887,31714,91335,67,6392.0
10,전라남도 진도군,1038109,35472,80349,18,7372.0
10,전라남도 신안군,1445581,26480,117141,22,10422.0
11,전라남도 여수시,6835612,245176,654906,626,54071.0
11,전라남도 순천시,7371451,166146,583436,181,46293.0
11,전라남도 나주시,3565018,69820,377736,53,15502.0
11,전라남도 광양시,3372121,57001,377486,75,20605.0
11,전라남도 담양군,2135567,109176,318930,87,23859.0
11,전라남도 곡성군,805785,12764,111594,17,4908.0
11,전라남도 구례군,930982,31869,108187,78,7246.0
11,전라남도 고흥군,1355487,26896,138235,47,8070.0
11,전라남도 보성군,1134522,22814,141460,27,8186.0
11,전라남도 화순군,2192755,43070,237132,18,9080.0
11,전라남도 장흥군,1172672,13464,88442,15,11439.0
11,전라남도 강진군,1101507,19393,105113,14,13293.0
11,전라남도 해남군,1781793,30740,178492,43,17150.0
11,전라남도 영암군,1923232,29205,265342,18,8161.0
11,전라남도 함평군,868618,22901,147722,14,5670.0
11,전라남도 영광군,1519624,27273,143080,25,7874.0
11,전라남도 장성군,1635805,47822,229637,33,8707.0
11,전라남도 완도군,1465739,19855,90960,67,6358.0
11,전라남도 진도군,906721,24780,82765,18,6627.0
11,전라남도 신안군,1164794,13134,111480,20,6987.0
12,전라남도 여수시,7011488,302347,565860,622,58837.0
12,전라남도 순천시,7314882,137824,438231,181,44114.0
12,전라남도 나주시,3466209,62235,273420,53,16355.0
12,전라남도 광양시,3366840,58875,299955,76,20882.0
12,전라남도 담양군,2006673,89145,231369,87,22482.0
12,전라남도 곡성군,740542,10115,74793,18,4087.0
12,전라남도 구례군,766664,18766,63644,78,6042.0
12,전라남도 고흥군,1341099,24631,105612,48,8395.0
12,전라남도 보성군,1132140,22051,105596,27,9343.0
12,전라남도 화순군,2094981,31369,165737,18,8795.0
12,전라남도 장흥군,1176723,12569,67843,15,11053.0
12,전라남도 강진군,1142171,14555,73218,14,13733.0
12,전라남도 해남군,1862186,25121,135959,43,16156.0
12,전라남도 영암군,1776279,16698,187954,18,6663.0
12,전라남도 함평군,771532,13497,97293,14,5467.0
12,전라남도 영광군,1593931,21340,95910,26,7897.0
12,전라남도 장성군,1359828,25918,142517,34,8364.0
12,전라남도 완도군,1588589,21376,79158,66,6546.0
12,전라남도 진도군,974985,25175,70629,18,7681.0
12,전라남도 신안군,1187675,13415,79853,22,7034.0
1,전북특별자치도 군산시,8004157,146548,378439,125,21952.0
1,전북특별자치도 익산시,7912983,87474,409529,74,19048.0
1,전북특별자치도 정읍시,2740149,29774,192518,42,7595.0
1,전북특별자치도 남원시,2336241,33734,168529,52,8146.0
1,전북특별자치도 김제시,2279192,30703,222334,21,8098.0
1,전북특별자치도 완주군,2757553,41639,392726,65,9928.0
1,전북특별자치도 진안군,606659,7883,65628,15,4195.0
1,전북특별자치도 무주군,1386243,89582,161472,115,12786.0
1,전북특별자치도 장수군,532769,2491,43140,4,5702.0
1,전북특별자치도 임실군,893273,13112,94101,10,5347.0
1,전북특별자치도 순창군,695039,10142,65923,8,3852.0
1,전북특별자치도 고창군,1682204,23033,117373,28,7243.0
1,전북특별자치도 부안군,1711062,50145,138397,159,8882.0
2,전북특별자치도 군산시,7358677,181554,372084,124,22658.0
2,전북특별자치도 익산시,7159461,87738,375452,74,18709.0
2,전북특별자치도 정읍시,2380386,28123,154517,43,7062.0
2,전북특별자치도 남원시,2066482,34296,138302,51,8756.0
2,전북특별자치도 김제시,2038001,28909,201005,21,6748.0
2,전북특별자치도 완주군,2557462,42176,391312,65,9051.0
2,전북특별자치도 진안군,535156,8838,57845,15,4546.0
2,전북특별자치도 무주군,1044011,58643,118724,114,10541.0
2,전북특별자치도 장수군,453640,2858,32112,4,4812.0
2,전북특별자치도 임실군,736242,12286,80436,10,5120.0
2,전북특별자치도 순창군,638440,15209,60825,8,4475.0
2,전북특별자치도 고창군,1503424,26923,99254,28,7210.0
2,전북특별자치도 부안군,1548301,54219,125489,159,7791.0
3,전북특별자치도 군산시,8544631,187482,392543,125,25740.0
3,전북특별자치도 익산시,8490276,104247,438635,77,20750.0
3,전북특별자치도 정읍시,2805138,35007,177968,43,8300.0
3,전북특별자치도 남원시,2508484,46941,157847,52,8930.0
3,전북특별자치도 김제시,2403866,36131,224639,21,11249.0
3,전북특별자치도 완주군,3166099,53317,450392,67,10935.0
3,전북특별자치도 진안군,676815,11353,73428,15,5374.0
3,전북특별자치도 무주군,905846,17098,61254,114,7647.0
3,전북특별자치도 장수군,548541,3863,38403,3,4889.0
3,전북특별자치도 임실군,1038401,22971,103614,10,5379.0
3,전북특별자치도 순창군,792594,14507,71312,8,5889.0
3,전북특별자치도 고창군,1828955,36916,126950,29,8804.0
3,전북특별자치도 부안군,1797604,55631,136638,158,8725.0
4,전북특별자치도 군산시,8198611,195234,392790,128,28525.0
4,전북특별자치도 익산시,7869364,108107,394775,78,24510.0
4,전북특별자치도 정읍시,2768084,41676,179730,46,8541.0
4,전북특별자치도 남원시,2463061,49612,161188,52,9821.0
4,전북특별자치도 김제시,2367461,37913,228719,21,11480.0
4,전북특별자치도 완주군,3045871,63046,437993,74,13277.0
4,전북특별자치도 진안군,800871,16903,93439,16,6469.0
4,전북특별자치도 무주군,974142,21840,68213,120,7162.0
4,전북특별자치도 장수군,550476,5044,41193,3,5398.0
4,전북특별자치도 임실군,1088384,22934,110921,10,5571.0
