지역명,일시,관외 이동량
울산광역시 중구,6,553178
세종특별자치시,6,726084
강원특별자치도 강릉시,6,741591
강원특별자치도 고성군,6,264911
강원특별자치도 동해시,6,211071
강원특별자치도 삼척시,6,246044
강원특별자치도 속초시,6,518255
강원특별자치도 양구군,6,53410
강원특별자치도 양양군,6,304840
강원특별자치도 영월군,6,167085
강원특별자치도 원주시,6,612370
강원특별자치도 인제군,6,161509
강원특별자치도 정선군,6,197207
강원특별자치도 철원군,6,138076
강원특별자치도 춘천시,6,622696
강원특별자치도 태백시,6,88263
강원특별자치도 평창군,6,265312
강원특별자치도 홍천군,6,345853
강원특별자치도 화천군,6,78163
강원특별자치도 횡성군,6,236699
충청북도 괴산군,6,206589
충청북도 단양군,6,185877
충청북도 보은군,6,121862
충청북도 영동군,6,119391
충청북도 옥천군,6,205837
충청북도 음성군,6,393413
충청북도 제천시,6,348600
충청북도 증평군,6,114414
충청북도 진천군,6,319700
충청북도 청주시 상당구,6,677950
충청북도 청주시 서원구,6,673260
충청북도 청주시 청원구,6,675771
충청북도 청주시 흥덕구,6,1074478
충청북도 충주시,6,435679
충청남도 계룡시,6,109122
충청남도 공주시,6,517979
충청남도 금산군,6,238355
충청남도 논산시,6,328473
충청남도 당진시,6,441728
충청남도 보령시,6,344097
충청남도 부여군,6,179146
충청남도 서산시,6,357115
충청남도 서천군,6,184492
충청남도 아산시,6,970058
충청남도 예산군,6,312736
충청남도 천안시 동남구,6,989470
충청남도 천안시 서북구,6,1168364
충청남도 청양군,6,96349
충청남도 태안군,6,368441
충청남도 홍성군,6,228475
전북특별자치도 고창군,6,175684
전북특별자치도 군산시,6,493148
전북특별자치도 김제시,6,287078
전북특별자치도 남원시,6,200972
전북특별자치도 무주군,6,115290
전북특별자치도 부안군,6,210207
전북특별자치도 순창군,6,91813
전북특별자치도 완주군,6,560580
전북특별자치도 익산시,6,492846
전북특별자치도 임실군,6,132274
전북특별자치도 장수군,6,54944
전북특별자치도 전주시 덕진구,6,1009529
전북특별자치도 전주시 완산구,6,945365
전북특별자치도 정읍시,6,230207
전북특별자치도 진안군,6,103853
전라남도 강진군,6,102042
전라남도 고흥군,6,137300
전라남도 곡성군,6,122081
전라남도 광양시,6,355159
전라남도 구례군,6,102931
전라남도 나주시,6,369491
전라남도 담양군,6,328700
전라남도 목포시,6,537975
전라남도 무안군,6,360493
전라남도 보성군,6,145728
전라남도 순천시,6,580821
전라남도 신안군,6,146428
전라남도 여수시,6,699748
전라남도 영광군,6,145344
전라남도 영암군,6,234458
전라남도 완도군,6,93362
전라남도 장성군,6,205405
전라남도 장흥군,6,82303
전라남도 진도군,6,89064
전라남도 함평군,6,135271
전라남도 해남군,6,167154
전라남도 화순군,6,238761
경상북도 경산시,6,784790
경상북도 경주시,6,1088075
경상북도 고령군,6,151289
경상북도 구미시,6,683582
경상북도 김천시,6,322754
경상북도 문경시,6,230984
경상북도 봉화군,6,91737
경상북도 상주시,6,249041
경상북도 성주군,6,205276
경상북도 안동시,6,324542
경상북도 영덕군,6,171769
경상북도 영양군,6,32379
경상북도 영주시,6,171658
경상북도 영천시,6,331575
경상북도 예천군,6,137378
경상북도 울릉군,6,51526
경상북도 울진군,6,154134
경상북도 의성군,6,139887
경상북도 청도군,6,252806
경상북도 청송군,6,82748
경상북도 칠곡군,6,529263
경상북도 포항시 남구,6,852314
경상북도 포항시 북구,6,823756
경상남도 거제시,6,483464
경상남도 거창군,6,117713
경상북도 군위군,6,161467
경상남도 고성군,6,221563
경상남도 김해시,6,1111902
경상남도 남해군,6,184531
경상남도 밀양시,6,313062
경상남도 사천시,6,358479
경상남도 산청군,6,179738
경상남도 양산시,6,818936
경상남도 의령군,6,93255
경상남도 진주시,6,537257
경상남도 창녕군,6,216227
경상남도 창원시 마산합포구,6,630395
경상남도 창원시 마산회원구,6,594362
경상남도 창원시 성산구,6,1038075
경상남도 창원시 의창구,6,991212
경상남도 창원시 진해구,6,436058
경상남도 통영시,6,373382
경상남도 하동군,6,160350
경상남도 함안군,6,318496
경상남도 함양군,6,107449
경상남도 합천군,6,132514
제주특별자치도 서귀포시,6,1020566
제주특별자치도 제주시,6,1423633
부산광역시 강서구,7,975361
부산광역시 금정구,7,639214
부산광역시 기장군,7,718632
부산광역시 남구,7,616851
부산광역시 동구,7,578628
부산광역시 동래구,7,914366
부산광역시 부산광역시진구,7,1486977
부산광역시 북구,7,433466
부산광역시 사상구,7,705175
부산광역시 사하구,7,483168
부산광역시 서구,7,430182
부산광역시 수영구,7,788433
부산광역시 연제구,7,803110
부산광역시 영도구,7,258864
부산광역시 중구,7,600863
부산광역시 해운대구광역시,7,1305274
대구광역시 남구,7,556785
대구광역시 달서구,7,1254844
대구광역시 달성군,7,691634
대구광역시 동구,7,1107553
대구광역시 북구,7,1034483
대구광역시 서구,7,564005
대구광역시 수성구,7,1106663
대구광역시 군위군,7,125231
대구광역시 중구,7,1286114
광주광역시 광산구,7,1038265
광주광역시 남구,7,500201
광주광역시 동구,7,728871
광주광역시 북구,7,977702
광주광역시 서구,7,1143363
대전광역시 대덕구,7,507292
대전광역시 동구,7,685359
대전광역시 서구,7,1186519
대전광역시 유성구,7,1171310
대전광역시 중구,7,802184
울산광역시 남구,7,1116466
울산광역시 동구,7,312600
울산광역시 북구,7,656304
울산광역시 울주군,7,770009
울산광역시 중구,7,466018
세종특별자치시,7,580985
강원특별자치도 강릉시,7,652368
강원특별자치도 고성군,7,245572
강원특별자치도 동해시,7,192338
강원특별자치도 삼척시,7,227778
강원특별자치도 속초시,7,470245
강원특별자치도 양구군,7,44545
강원특별자치도 양양군,7,292616
강원특별자치도 영월군,7,140503
강원특별자치도 원주시,7,521019
강원특별자치도 인제군,7,148422
강원특별자치도 정선군,7,188985
강원특별자치도 철원군,7,104219
강원특별자치도 춘천시,7,488511
강원특별자치도 태백시,7,96462
강원특별자치도 평창군,7,257508
강원특별자치도 홍천군,7,326408
강원특별자치도 화천군,7,65829
강원특별자치도 횡성군,7,215237
충청북도 괴산군,7,172324
충청북도 단양군,7,132972
충청북도 보은군,7,90461
충청북도 영동군,7,92432
충청북도 옥천군,7,150330
충청북도 음성군,7,315150
충청북도 제천시,7,281846
충청북도 증평군,7,89445
충청북도 진천군,7,248086
충청북도 청주시 상당구,7,538361
충청북도 청주시 서원구,7,544776
충청북도 청주시 청원구,7,537959
충청북도 청주시 흥덕구,7,885050
충청북도 충주시,7,345945
충청남도 계룡시,7,86620
충청남도 공주시,7,395761
충청남도 금산군,7,177629
충청남도 논산시,7,274016
충청남도 당진시,7,328383
충청남도 보령시,7,274644
충청남도 부여군,7,137545
충청남도 서산시,7,278688
충청남도 서천군,7,124807
충청남도 아산시,7,787632
충청남도 예산군,7,236138
충청남도 천안시 동남구,7,772966
충청남도 천안시 서북구,7,964862
충청남도 청양군,7,73623
충청남도 태안군,7,257145
충청남도 홍성군,7,182452
전북특별자치도 고창군,7,119922
전북특별자치도 군산시,7,374711
전북특별자치도 김제시,7,221297
전북특별자치도 남원시,7,168626
전북특별자치도 무주군,7,92724
전북특별자치도 부안군,7,164087
전북특별자치도 순창군,7,64666
전북특별자치도 완주군,7,466147
전북특별자치도 익산시,7,412261
전북특별자치도 임실군,7,98787
전북특별자치도 장수군,7,46367
전북특별자치도 전주시 덕진구,7,818290
전북특별자치도 전주시 완산구,7,756156
전북특별자치도 정읍시,7,176505
전북특별자치도 진안군,7,78398
전라남도 강진군,7,81439
전라남도 고흥군,7,120722
전라남도 곡성군,7,84220
전라남도 광양시,7,307440
전라남도 구례군,7,81143
전라남도 나주시,7,295498
전라남도 담양군,7,245562
전라남도 목포시,7,483611
전라남도 무안군,7,287745
전라남도 보성군,7,107152
전라남도 순천시,7,451683
전라남도 신안군,7,96830
전라남도 여수시,7,650755
전라남도 영광군,7,111872
전라남도 영암군,7,194052
전라남도 완도군,7,85804
전라남도 장성군,7,157180
전라남도 장흥군,7,73086
전라남도 진도군,7,77898
전라남도 함평군,7,102379
전라남도 해남군,7,130527
전라남도 화순군,7,190679
경상북도 경산시,7,600030
경상북도 경주시,7,926878
경상북도 고령군,7,114923
경상북도 구미시,7,582002
경상북도 김천시,7,263930
경상북도 문경시,7,185628
경상북도 봉화군,7,76726
경상북도 상주시,7,201251
경상북도 성주군,7,166489
경상북도 안동시,7,263430
경상북도 영덕군,7,156974
경상북도 영양군,7,26713
경상북도 영주시,7,145234
경상북도 영천시,7,265665
경상북도 예천군,7,108576
경상북도 울릉군,7,27498
경상북도 울진군,7,135458
경상북도 의성군,7,105943
경상북도 청도군,7,200919
경상북도 청송군,7,69145
경상북도 칠곡군,7,433490
경상북도 포항시 남구,7,722669
경상북도 포항시 북구,7,683337
경상남도 거제시,7,404617
경상남도 거창군,7,100539
경상북도 군위군,7,0
경상남도 고성군,7,174047
경상남도 김해시,7,938441
경상남도 남해군,7,148059
경상남도 밀양시,7,249349
경상남도 사천시,7,309996
경상남도 산청군,7,155503
경상남도 양산시,7,673149
경상남도 의령군,7,68404
경상남도 진주시,7,451801
경상남도 창녕군,7,163443
경상남도 창원시 마산합포구,7,497277
경상남도 창원시 마산회원구,7,512501
경상남도 창원시 성산구,7,876042
경상남도 창원시 의창구,7,827139
경상남도 창원시 진해구,7,362974
경상남도 통영시,7,292755
경상남도 하동군,7,123159
경상남도 함안군,7,273663
경상남도 함양군,7,93547
경상남도 합천군,7,102739
제주특별자치도 서귀포시,7,821610
제주특별자치도 제주시,7,1241111
부산광역시 강서구,8,955646
부산광역시 금정구,8,635619
부산광역시 기장군,8,805984
부산광역시 남구,8,612456
부산광역시 동구,8,576563
부산광역시 동래구,8,912325
부산광역시 부산광역시진구,8,1488778
부산광역시 북구,8,432842
부산광역시 사상구,8,695491
부산광역시 사하구,8,497978
부산광역시 서구,8,444599
부산광역시 수영구,8,848220
부산광역시 연제구,8,806071
부산광역시 영도구,8,283604
부산광역시 중구,8,629994
부산광역시 해운대구광역시,8,1406868
대구광역시 남구,8,540940
대구광역시 달서구,8,1218911
대구광역시 달성군,8,690842
대구광역시 동구,8,1130267
대구광역시 북구,8,1039099
대구광역시 서구,8,545169
대구광역시 수성구,8,1119226
대구광역시 군위군,8,149245
대구광역시 중구,8,1274479
광주광역시 광산구,8,1016890
광주광역시 남구,8,486678
광주광역시 동구,8,706235
광주광역시 북구,8,984530
광주광역시 서구,8,1114753
대전광역시 대덕구,8,500227
대전광역시 동구,8,715104
대전광역시 서구,8,1197807
대전광역시 유성구,8,1175542
대전광역시 중구,8,847747
울산광역시 남구,8,1067652
울산광역시 동구,8,301099
울산광역시 북구,8,632616
울산광역시 울주군,8,811858
울산광역시 중구,8,454623
세종특별자치시,8,591886
강원특별자치도 강릉시,8,870031
강원특별자치도 고성군,8,337829
강원특별자치도 동해시,8,246237
강원특별자치도 삼척시,8,316104
강원특별자치도 속초시,8,678716
강원특별자치도 양구군,8,53108
강원특별자치도 양양군,8,427215
강원특별자치도 영월군,8,207510
강원특별자치도 원주시,8,585946
강원특별자치도 인제군,8,229309
강원특별자치도 정선군,8,266390
강원특별자치도 철원군,8,129975
강원특별자치도 춘천시,8,607118
강원특별자치도 태백시,8,126094
강원특별자치도 평창군,8,374026
강원특별자치도 홍천군,8,427359
강원특별자치도 화천군,8,81941
강원특별자치도 횡성군,8,274499
충청북도 괴산군,8,230549
충청북도 단양군,8,202539
충청북도 보은군,8,115010
충청북도 영동군,8,119894
충청북도 옥천군,8,162916
충청북도 음성군,8,322475
충청북도 제천시,8,365421
충청북도 증평군,8,97034
충청북도 진천군,8,250271
충청북도 청주시 상당구,8,563602
충청북도 청주시 서원구,8,541441
충청북도 청주시 청원구,8,544452
충청북도 청주시 흥덕구,8,882802
충청북도 충주시,8,407379
충청남도 계룡시,8,88999
충청남도 공주시,8,466821
충청남도 금산군,8,204194
충청남도 논산시,8,294694
충청남도 당진시,8,383470
충청남도 보령시,8,368851
충청남도 부여군,8,149975
충청남도 서산시,8,325993
충청남도 서천군,8,174192
충청남도 아산시,8,804446
충청남도 예산군,8,266238
충청남도 천안시 동남구,8,818104
충청남도 천안시 서북구,8,956580
충청남도 청양군,8,86344
충청남도 태안군,8,383461
충청남도 홍성군,8,203785
전북특별자치도 고창군,8,146795
전북특별자치도 군산시,8,448243
전북특별자치도 김제시,8,238680
전북특별자치도 남원시,8,220648
전북특별자치도 무주군,8,141498
전북특별자치도 부안군,8,232320
전북특별자치도 순창군,8,85727
전북특별자치도 완주군,8,525876
전북특별자치도 익산시,8,438088
전북특별자치도 임실군,8,115711
전북특별자치도 장수군,8,63238
전북특별자치도 전주시 덕진구,8,843594
전북특별자치도 전주시 완산구,8,808297
전북특별자치도 정읍시,8,193685
전북특별자치도 진안군,8,103901
전라남도 강진군,8,94545
전라남도 고흥군,8,150104
전라남도 곡성군,8,101536
전라남도 광양시,8,344791
전라남도 구례군,8,131897
전라남도 나주시,8,323460
전라남도 담양군,8,312852
전라남도 목포시,8,544849
전라남도 무안군,8,305857
전라남도 보성군,8,127855
전라남도 순천시,8,486060
전라남도 신안군,8,134551
전라남도 여수시,8,823339
전라남도 영광군,8,134221
전라남도 영암군,8,205219
전라남도 완도군,8,121954
전라남도 장성군,8,178838
전라남도 장흥군,8,90549
전라남도 진도군,8,103217
전라남도 함평군,8,119119
전라남도 해남군,8,169626
전라남도 화순군,8,216459
경상북도 경산시,8,617592
경상북도 경주시,8,1193250
경상북도 고령군,8,115109
경상북도 구미시,8,577241
경상북도 김천시,8,272049
경상북도 문경시,8,228181
경상북도 봉화군,8,96869
경상북도 상주시,8,226345
경상북도 성주군,8,183054
경상북도 안동시,8,318848
경상북도 영덕군,8,227481
경상북도 영양군,8,36788
경상북도 영주시,8,163700
경상북도 영천시,8,285339
경상북도 예천군,8,114372
경상북도 울릉군,8,38927
경상북도 울진군,8,210263
경상북도 의성군,8,117336
경상북도 청도군,8,252371
경상북도 청송군,8,86276
경상북도 칠곡군,8,437192
경상북도 포항시 남구,8,744546
경상북도 포항시 북구,8,753342
경상남도 거제시,8,518004
경상남도 거창군,8,134939
경상북도 군위군,8,0
경상남도 고성군,8,194051
경상남도 김해시,8,940349
경상남도 남해군,8,218236
경상남도 밀양시,8,317259
경상남도 사천시,8,353607
경상남도 산청군,8,229658
경상남도 양산시,8,710091
경상남도 의령군,8,77672
경상남도 진주시,8,474218
경상남도 창녕군,8,174819
경상남도 창원시 마산합포구,8,526735
경상남도 창원시 마산회원구,8,492224
경상남도 창원시 성산구,8,815957
경상남도 창원시 의창구,8,790142
경상남도 창원시 진해구,8,354510
경상남도 통영시,8,372759
경상남도 하동군,8,174557
경상남도 함안군,8,262112
경상남도 함양군,8,132467
경상남도 합천군,8,121213
제주특별자치도 서귀포시,8,1012652
제주특별자치도 제주시,8,1532262
부산광역시 강서구,9,983464
부산광역시 금정구,9,771027
부산광역시 기장군,9,793351
부산광역시 남구,9,725106
부산광역시 동구,9,563236
부산광역시 동래구,9,926785
부산광역시 부산광역시진구,9,1569197
부산광역시 북구,9,480257
부산광역시 사상구,9,786278
부산광역시 사하구,9,567923
부산광역시 서구,9,487131
부산광역시 수영구,9,790570
부산광역시 연제구,9,829022
부산광역시 영도구,9,316527
부산광역시 중구,9,633846
부산광역시 해운대구광역시,9,1243734
대구광역시 남구,9,599206
대구광역시 달서구,9,1378082
대구광역시 달성군,9,728081
대구광역시 동구,9,1162214
대구광역시 북구,9,1204935
대구광역시 서구,9,587430
대구광역시 수성구,9,1165594
대구광역시 군위군,9,178092
대구광역시 중구,9,1262724
광주광역시 광산구,9,1090441
광주광역시 남구,9,555951
광주광역시 동구,9,799616
광주광역시 북구,9,1131910
광주광역시 서구,9,1166824
대전광역시 대덕구,9,571806
대전광역시 동구,9,822684
대전광역시 서구,9,1272109
대전광역시 유성구,9,1263221
대전광역시 중구,9,845456
울산광역시 남구,9,1120760
울산광역시 동구,9,322652
울산광역시 북구,9,635123
울산광역시 울주군,9,814720
울산광역시 중구,9,481584
세종특별자치시,9,664017
강원특별자치도 강릉시,9,659001
강원특별자치도 고성군,9,207021
강원특별자치도 동해시,9,189355
강원특별자치도 삼척시,9,241662
강원특별자치도 속초시,9,414676
강원특별자치도 양구군,9,53350
강원특별자치도 양양군,9,245053
강원특별자치도 영월군,9,153718
강원특별자치도 원주시,9,622679
강원특별자치도 인제군,9,154253
강원특별자치도 정선군,9,181029
강원특별자치도 철원군,9,146848
강원특별자치도 춘천시,9,643778
강원특별자치도 태백시,9,94009
강원특별자치도 평창군,9,261347
강원특별자치도 홍천군,9,306412
강원특별자치도 화천군,9,71804
강원특별자치도 횡성군,9,214302
충청북도 괴산군,9,212377
충청북도 단양군,9,178853
충청북도 보은군,9,134271
충청북도 영동군,9,133562
충청북도 옥천군,9,193369
충청북도 음성군,9,386980
충청북도 제천시,9,377906
충청북도 증평군,9,105692
충청북도 진천군,9,280637
충청북도 청주시 상당구,9,617803
충청북도 청주시 서원구,9,638402
충청북도 청주시 청원구,9,634067
충청북도 청주시 흥덕구,9,964546
충청북도 충주시,9,463785
충청남도 계룡시,9,94361
충청남도 공주시,9,612249
충청남도 금산군,9,236046
충청남도 논산시,9,353833
충청남도 당진시,9,479907
충청남도 보령시,9,362081
충청남도 부여군,9,211997
충청남도 서산시,9,356119
충청남도 서천군,9,222113
충청남도 아산시,9,903524
충청남도 예산군,9,318505
충청남도 천안시 동남구,9,931409
충청남도 천안시 서북구,9,1027213
충청남도 청양군,9,109212
충청남도 태안군,9,345570
충청남도 홍성군,9,261235
전북특별자치도 고창군,9,208468
전북특별자치도 군산시,9,529332
전북특별자치도 김제시,9,292325
전북특별자치도 남원시,9,220678
전북특별자치도 무주군,9,115574
전북특별자치도 부안군,9,213059
전북특별자치도 순창군,9,98245
전북특별자치도 완주군,9,494737
전북특별자치도 익산시,9,552398
전북특별자치도 임실군,9,151409
전북특별자치도 장수군,9,73126
전북특별자치도 전주시 덕진구,9,941768
전북특별자치도 전주시 완산구,9,877290
전북특별자치도 정읍시,9,251520
전북특별자치도 진안군,9,113739
전라남도 강진군,9,116563
전라남도 고흥군,9,176090
전라남도 곡성군,9,121998
전라남도 광양시,9,323329
전라남도 구례군,9,108209
전라남도 나주시,9,362653
전라남도 담양군,9,293607
전라남도 목포시,9,561994
전라남도 무안군,9,351153
전라남도 보성군,9,157447
전라남도 순천시,9,585479
전라남도 신안군,9,139917
전라남도 여수시,9,655572
전라남도 영광군,9,199172
전라남도 영암군,9,228331
전라남도 완도군,9,121789
전라남도 장성군,9,199873
전라남도 장흥군,9,102546
전라남도 진도군,9,104353
전라남도 함평군,9,153854
전라남도 해남군,9,198157
전라남도 화순군,9,218410
경상북도 경산시,9,827746
경상북도 경주시,9,1025192
경상북도 고령군,9,142327
경상북도 구미시,9,641491
경상북도 김천시,9,325908
경상북도 문경시,9,276431
경상북도 봉화군,9,111362
경상북도 상주시,9,296316
경상북도 성주군,9,198228
경상북도 안동시,9,404609
경상북도 영덕군,9,171509
경상북도 영양군,9,41032
경상북도 영주시,9,223196
경상북도 영천시,9,363254
경상북도 예천군,9,154531
경상북도 울릉군,9,33503
경상북도 울진군,9,161390
경상북도 의성군,9,162359
경상북도 청도군,9,238917
경상북도 청송군,9,96353
경상북도 칠곡군,9,486788
경상북도 포항시 남구,9,740057
경상북도 포항시 북구,9,700289
경상남도 거제시,9,413374
경상남도 거창군,9,142546
경상북도 군위군,9,0
경상남도 고성군,9,222984
경상남도 김해시,9,993213
경상남도 남해군,9,186629
경상남도 밀양시,9,305894
경상남도 사천시,9,362362
경상남도 산청군,9,193257
경상남도 양산시,9,727276
경상남도 의령군,9,104765
경상남도 진주시,9,571569
경상남도 창녕군,9,214590
경상남도 창원시 마산합포구,9,596387
경상남도 창원시 마산회원구,9,540265
경상남도 창원시 성산구,9,881319
경상남도 창원시 의창구,9,867604
경상남도 창원시 진해구,9,383295
경상남도 통영시,9,339509
경상남도 하동군,9,165952
경상남도 함안군,9,304570
경상남도 함양군,9,124583
경상남도 합천군,9,155441
제주특별자치도 서귀포시,9,815987
제주특별자치도 제주시,9,1191888
부산광역시 강서구,10,980151
부산광역시 금정구,10,698407
부산광역시 기장군,10,786194
부산광역시 남구,10,663854
부산광역시 동구,10,588290
부산광역시 동래구,10,903802
부산광역시 부산광역시진구,10,1523456
부산광역시 북구,10,438469
부산광역시 사상구,10,751883
부산광역시 사하구,10,515730
부산광역시 서구,10,474839
부산광역시 수영구,10,765873
부산광역시 연제구,10,806751
부산광역시 영도구,10,286000
부산광역시 중구,10,654959
부산광역시 해운대구광역시,10,1240584
대구광역시 남구,10,568053
대구광역시 달서구,10,1323020
대구광역시 달성군,10,700625
대구광역시 동구,10,1143343
대구광역시 북구,10,1103892
대구광역시 서구,10,559682
대구광역시 수성구,10,1096966
대구광역시 군위군,10,151580
대구광역시 중구,10,1289924
광주광역시 광산구,10,1041004
광주광역시 남구,10,511231
광주광역시 동구,10,785510
광주광역시 북구,10,1002442
광주광역시 서구,10,1144492
대전광역시 대덕구,10,540915
대전광역시 동구,10,745583
대전광역시 서구,10,1199311
대전광역시 유성구,10,1233537
대전광역시 중구,10,813154
울산광역시 남구,10,1123932
울산광역시 동구,10,299992
울산광역시 북구,10,630691
울산광역시 울주군,10,791236
울산광역시 중구,10,485313
세종특별자치시,10,602109
강원특별자치도 강릉시,10,576469
강원특별자치도 고성군,10,212608
강원특별자치도 동해시,10,169528
강원특별자치도 삼척시,10,194563
강원특별자치도 속초시,10,458858
강원특별자치도 양구군,10,46305
강원특별자치도 양양군,10,267006
강원특별자치도 영월군,10,138000
강원특별자치도 원주시,10,537169
강원특별자치도 인제군,10,178792
강원특별자치도 정선군,10,175022
강원특별자치도 철원군,10,156706
강원특별자치도 춘천시,10,554634
강원특별자치도 태백시,10,77139
강원특별자치도 평창군,10,262422
강원특별자치도 홍천군,10,283934
강원특별자치도 화천군,10,63299
강원특별자치도 횡성군,10,209619
충청북도 괴산군,10,183923
충청북도 단양군,10,188225
충청북도 보은군,10,145551
충청북도 영동군,10,103251
충청북도 옥천군,10,164080
충청북도 음성군,10,340596
충청북도 제천시,10,322444
충청북도 증평군,10,104877
충청북도 진천군,10,266991
충청북도 청주시 상당구,10,577833
충청북도 청주시 서원구,10,569602
충청북도 청주시 청원구,10,591642
충청북도 청주시 흥덕구,10,898228
충청북도 충주시,10,378692
충청남도 계룡시,10,102480
충청남도 공주시,10,495987
충청남도 금산군,10,221731
충청남도 논산시,10,298826
충청남도 당진시,10,415244
충청남도 보령시,10,315983
충청남도 부여군,10,174184
충청남도 서산시,10,309501
충청남도 서천군,10,178876
충청남도 아산시,10,843640
충청남도 예산군,10,286486
충청남도 천안시 동남구,10,845406
충청남도 천안시 서북구,10,975012
충청남도 청양군,10,85805
충청남도 태안군,10,326629
충청남도 홍성군,10,218859
전북특별자치도 고창군,10,171128
전북특별자치도 군산시,10,464150
전북특별자치도 김제시,10,267331
전북특별자치도 남원시,10,187475
전북특별자치도 무주군,10,91473
전북특별자치도 부안군,10,179862
전북특별자치도 순창군,10,92031
전북특별자치도 완주군,10,463262
전북특별자치도 익산시,10,450302
전북특별자치도 임실군,10,145348
전북특별자치도 장수군,10,47363
전북특별자치도 전주시 덕진구,10,857939
전북특별자치도 전주시 완산구,10,814200
전북특별자치도 정읍시,10,222967
전북특별자치도 진안군,10,90625
전라남도 강진군,10,98420
전라남도 고흥군,10,124047
전라남도 곡성군,10,108061
전라남도 광양시,10,312314
전라남도 구례군,10,106824
전라남도 나주시,10,328354
전라남도 담양군,10,273957
전라남도 목포시,10,519283
전라남도 무안군,10,319714
전라남도 보성군,10,127458
전라남도 순천시,10,597996
전라남도 신안군,10,117141
전라남도 여수시,10,641137
전라남도 영광군,10,131884
전라남도 영암군,10,213932
전라남도 완도군,10,91335
전라남도 장성군,10,220257
전라남도 장흥군,10,78562
전라남도 진도군,10,80349
전라남도 함평군,10,131363
전라남도 해남군,10,148849
전라남도 화순군,10,214243
경상북도 경산시,10,678996
경상북도 경주시,10,1054513
경상북도 고령군,10,131274
경상북도 구미시,10,573459
경상북도 김천시,10,267231
경상북도 문경시,10,233087
경상북도 봉화군,10,86189
경상북도 상주시,10,229012
경상북도 성주군,10,163985
경상북도 안동시,10,342896
경상북도 영덕군,10,143359
경상북도 영양군,10,28428
경상북도 영주시,10,178016
경상북도 영천시,10,295473
경상북도 예천군,10,116663
경상북도 울릉군,10,41284
경상북도 울진군,10,140276
경상북도 의성군,10,117199
경상북도 청도군,10,235302
경상북도 청송군,10,100491
경상북도 칠곡군,10,466409
경상북도 포항시 남구,10,687693
경상북도 포항시 북구,10,643550
경상남도 거제시,10,390113
경상남도 거창군,10,123768
경상북도 군위군,10,0
경상남도 고성군,10,211019
경상남도 김해시,10,938214
경상남도 남해군,10,163187
경상남도 밀양시,10,285276
경상남도 사천시,10,325778
경상남도 산청군,10,177991
경상남도 양산시,10,693651
경상남도 의령군,10,101783
경상남도 진주시,10,536579
경상남도 창녕군,10,193151
경상남도 창원시 마산합포구,10,551238
경상남도 창원시 마산회원구,10,509224
경상남도 창원시 성산구,10,862130
경상남도 창원시 의창구,10,844168
경상남도 창원시 진해구,10,369337
경상남도 통영시,10,330048
경상남도 하동군,10,151871
경상남도 함안군,10,292282
경상남도 함양군,10,99021
경상남도 합천군,10,159454
제주특별자치도 서귀포시,10,927042
제주특별자치도 제주시,10,1322532
부산광역시 강서구,11,1227865
부산광역시 금정구,11,870341
부산광역시 기장군,11,883472
부산광역시 남구,11,851250
부산광역시 동구,11,739626
부산광역시 동래구,11,1115599
부산광역시 부산광역시진구,11,1928109
부산광역시 북구,11,541144
부산광역시 사상구,11,941981
부산광역시 사하구,11,636307
부산광역시 서구,11,590353
부산광역시 수영구,11,956850
부산광역시 연제구,11,1027712
부산광역시 영도구,11,334516
부산광역시 중구,11,797172
부산광역시 해운대구광역시,11,1519807
대구광역시 남구,11,722561
대구광역시 달서구,11,1627621
대구광역시 달성군,11,842039
대구광역시 동구,11,1422347
대구광역시 북구,11,1390993
대구광역시 서구,11,729381
대구광역시 수성구,11,1382823
대구광역시 군위군,11,155964
대구광역시 중구,11,1603698
광주광역시 광산구,11,1306935
광주광역시 남구,11,646092
광주광역시 동구,11,945629
광주광역시 북구,11,1232540
광주광역시 서구,11,1462370
대전광역시 대덕구,11,679576
대전광역시 동구,11,936371
대전광역시 서구,11,1507322
대전광역시 유성구,11,1541898
대전광역시 중구,11,985235
울산광역시 남구,11,1418388
울산광역시 동구,11,365954
울산광역시 북구,11,786487
울산광역시 울주군,11,932429
울산광역시 중구,11,601255
세종특별자치시,11,729216
강원특별자치도 강릉시,11,589250
강원특별자치도 고성군,11,183130
강원특별자치도 동해시,11,177743
강원특별자치도 삼척시,11,201746
강원특별자치도 속초시,11,437499
강원특별자치도 양구군,11,51280
강원특별자치도 양양군,11,209472
강원특별자치도 영월군,11,124551
강원특별자치도 원주시,11,607634
강원특별자치도 인제군,11,122489
강원특별자치도 정선군,11,164534
강원특별자치도 철원군,11,115371
강원특별자치도 춘천시,11,573244
강원특별자치도 태백시,11,73626
강원특별자치도 평창군,11,213778
강원특별자치도 홍천군,11,268878
강원특별자치도 화천군,11,64900
강원특별자치도 횡성군,11,193230
충청북도 괴산군,11,187958
충청북도 단양군,11,168497
충청북도 보은군,11,128756
충청북도 영동군,11,112116
충청북도 옥천군,11,190210
충청북도 음성군,11,419966
충청북도 제천시,11,342698
충청북도 증평군,11,117013
충청북도 진천군,11,325991
충청북도 청주시 상당구,11,677336
충청북도 청주시 서원구,11,714361
충청북도 청주시 청원구,11,715830
충청북도 청주시 흥덕구,11,1148172
충청북도 충주시,11,435762
충청남도 계룡시,11,108932
충청남도 공주시,11,522755
충청남도 금산군,11,223770
충청남도 논산시,11,343935
충청남도 당진시,11,464419
