일시,지역명,검색건수
08,경상북도 안동시,104129
01,경상북도 안동시,67731
02,경상북도 안동시,66403
10,경상북도 안동시,158735
11,경상북도 안동시,99826
12,경상북도 안동시,81243
03,경상북도 영덕군,42898
04,경상북도 영덕군,27236
06,경상북도 영덕군,37336
07,경상북도 영덕군,47493
09,경상북도 영덕군,59734
05,경상북도 영덕군,30417
08,경상북도 영덕군,69226
01,경상북도 영덕군,57369
02,경상북도 영덕군,66784
10,경상북도 영덕군,61641
11,경상북도 영덕군,39642
12,경상북도 영덕군,58084
03,경상북도 영양군,1124
04,경상북도 영양군,1666
06,경상북도 영양군,2246
07,경상북도 영양군,2272
09,경상북도 영양군,2704
05,경상북도 영양군,2612
08,경상북도 영양군,3611
01,경상북도 영양군,1076
02,경상북도 영양군,1113
10,경상북도 영양군,2948
11,경상북도 영양군,1779
12,경상북도 영양군,1112
03,경상북도 영주시,33845
04,경상북도 영주시,39791
06,경상북도 영주시,40264
07,경상북도 영주시,37213
09,경상북도 영주시,57975
05,경상북도 영주시,49364
08,경상북도 영주시,46948
01,경상북도 영주시,35088
02,경상북도 영주시,30964
10,경상북도 영주시,74496
11,경상북도 영주시,46777
12,경상북도 영주시,36808
03,경상북도 영천시,45743
04,경상북도 영천시,47868
06,경상북도 영천시,45371
07,경상북도 영천시,43469
09,경상북도 영천시,68849
05,경상북도 영천시,52630
08,경상북도 영천시,49104
01,경상북도 영천시,34132
02,경상북도 영천시,34464
10,경상북도 영천시,71262
11,경상북도 영천시,47327
12,경상북도 영천시,38046
03,경상북도 예천군,17511
04,경상북도 예천군,21580
06,경상북도 예천군,20861
07,경상북도 예천군,18836
09,경상북도 예천군,27711
05,경상북도 예천군,21842
08,경상북도 예천군,20257
01,경상북도 예천군,13806
02,경상북도 예천군,14377
10,경상북도 예천군,26953
11,경상북도 예천군,20445
12,경상북도 예천군,16076
03,경상북도 울릉군,3004
04,경상북도 울릉군,6742
06,경상북도 울릉군,10492
07,경상북도 울릉군,9237
09,경상북도 울릉군,13587
05,경상북도 울릉군,9711
08,경상북도 울릉군,14956
01,경상북도 울릉군,460
02,경상북도 울릉군,897
10,경상북도 울릉군,16634
11,경상북도 울릉군,3645
12,경상북도 울릉군,564
03,경상북도 울진군,51298
04,경상북도 울진군,47304
06,경상북도 울진군,49109
07,경상북도 울진군,58669
09,경상북도 울진군,70707
05,경상북도 울진군,50146
08,경상북도 울진군,93916
01,경상북도 울진군,61067
02,경상북도 울진군,68770
10,경상북도 울진군,72792
11,경상북도 울진군,49013
12,경상북도 울진군,62908
03,경상북도 의성군,13577
04,경상북도 의성군,13586
06,경상북도 의성군,14123
07,경상북도 의성군,13534
09,경상북도 의성군,18495
05,경상북도 의성군,16645
08,경상북도 의성군,14736
01,경상북도 의성군,8477
02,경상북도 의성군,8887
10,경상북도 의성군,17884
11,경상북도 의성군,13814
12,경상북도 의성군,8843
03,경상북도 청도군,60401
04,경상북도 청도군,57072
06,경상북도 청도군,57502
07,경상북도 청도군,60600
09,경상북도 청도군,61271
05,경상북도 청도군,56159
08,경상북도 청도군,72871
01,경상북도 청도군,42736
02,경상북도 청도군,52031
10,경상북도 청도군,79901
11,경상북도 청도군,56101
12,경상북도 청도군,52831
03,경상북도 청송군,9306
04,경상북도 청송군,12717
06,경상북도 청송군,14412
07,경상북도 청송군,15675
09,경상북도 청송군,18197
05,경상북도 청송군,13348
08,경상북도 청송군,19559
01,경상북도 청송군,18454
02,경상북도 청송군,14507
10,경상북도 청송군,35653
11,경상북도 청송군,29072
12,경상북도 청송군,16478
03,경상북도 칠곡군,59109
04,경상북도 칠곡군,56906
06,경상북도 칠곡군,60513
07,경상북도 칠곡군,63907
09,경상북도 칠곡군,67928
05,경상북도 칠곡군,60817
08,경상북도 칠곡군,66206
01,경상북도 칠곡군,49013
02,경상북도 칠곡군,49246
10,경상북도 칠곡군,86840
11,경상북도 칠곡군,57638
12,경상북도 칠곡군,54928
03,경상북도 포항시 남구,121785
04,경상북도 포항시 남구,116476
06,경상북도 포항시 남구,121142
07,경상북도 포항시 남구,133673
09,경상북도 포항시 남구,136868
05,경상북도 포항시 남구,124965
08,경상북도 포항시 남구,146832
01,경상북도 포항시 남구,120773
02,경상북도 포항시 남구,120697
10,경상북도 포항시 남구,138508
11,경상북도 포항시 남구,120354
12,경상북도 포항시 남구,142092
03,경상북도 포항시 북구,186151
04,경상북도 포항시 북구,173447
06,경상북도 포항시 북구,189936
07,경상북도 포항시 북구,198093
09,경상북도 포항시 북구,209661
05,경상북도 포항시 북구,187646
08,경상북도 포항시 북구,240781
01,경상북도 포항시 북구,196416
02,경상북도 포항시 북구,194756
10,경상북도 포항시 북구,221437
11,경상북도 포항시 북구,172240
12,경상북도 포항시 북구,203822
03,경상남도 거제시,162491
04,경상남도 거제시,176275
06,경상남도 거제시,198176
07,경상남도 거제시,209746
09,경상남도 거제시,197584
05,경상남도 거제시,180100
08,경상남도 거제시,267059
01,경상남도 거제시,171049
02,경상남도 거제시,170425
10,경상남도 거제시,212810
11,경상남도 거제시,145458
12,경상남도 거제시,178048
03,경상남도 거창군,17285
04,경상남도 거창군,22190
06,경상남도 거창군,22131
07,경상남도 거창군,24401
09,경상남도 거창군,34578
05,경상남도 거창군,23703
08,경상남도 거창군,34823
01,경상남도 거창군,18902
02,경상남도 거창군,15355
10,경상남도 거창군,59979
11,경상남도 거창군,26077
12,경상남도 거창군,18223
03,경상남도 고성군,25936
04,경상남도 고성군,27724
06,경상남도 고성군,37251
07,경상남도 고성군,32748
09,경상남도 고성군,39717
05,경상남도 고성군,29210
08,경상남도 고성군,35796
01,경상남도 고성군,22166
02,경상남도 고성군,20618
10,경상남도 고성군,56529
11,경상남도 고성군,25885
12,경상남도 고성군,23396
03,경상남도 김해시,252365
04,경상남도 김해시,256563
06,경상남도 김해시,259965
07,경상남도 김해시,279135
09,경상남도 김해시,266779
05,경상남도 김해시,263602
08,경상남도 김해시,294305
01,경상남도 김해시,221763
02,경상남도 김해시,220944
10,경상남도 김해시,292909
11,경상남도 김해시,245077
12,경상남도 김해시,273533
03,경상남도 남해군,67641
04,경상남도 남해군,85990
06,경상남도 남해군,75895
07,경상남도 남해군,76976
09,경상남도 남해군,75940
05,경상남도 남해군,82537
08,경상남도 남해군,111303
01,경상남도 남해군,56832
02,경상남도 남해군,60855
10,경상남도 남해군,87998
11,경상남도 남해군,47154
12,경상남도 남해군,59345
03,경상남도 밀양시,73127
04,경상남도 밀양시,81742
06,경상남도 밀양시,75561
07,경상남도 밀양시,77909
09,경상남도 밀양시,80075
05,경상남도 밀양시,82020
08,경상남도 밀양시,102498
01,경상남도 밀양시,55326
02,경상남도 밀양시,54406
10,경상남도 밀양시,105469
11,경상남도 밀양시,88241
12,경상남도 밀양시,62717
03,경상남도 사천시,80109
04,경상남도 사천시,87137
06,경상남도 사천시,78746
07,경상남도 사천시,84773
09,경상남도 사천시,93026
05,경상남도 사천시,81961
08,경상남도 사천시,106339
01,경상남도 사천시,69079
02,경상남도 사천시,67912
10,경상남도 사천시,97267
11,경상남도 사천시,76750
12,경상남도 사천시,81747
03,경상남도 산청군,17050
04,경상남도 산청군,28763
06,경상남도 산청군,28836
07,경상남도 산청군,34987
09,경상남도 산청군,39529
05,경상남도 산청군,29727
08,경상남도 산청군,51547
01,경상남도 산청군,12699
02,경상남도 산청군,12950
10,경상남도 산청군,49915
11,경상남도 산청군,21905
12,경상남도 산청군,13615
03,경상남도 양산시,206809
04,경상남도 양산시,173975
06,경상남도 양산시,181433
07,경상남도 양산시,193289
09,경상남도 양산시,198390
05,경상남도 양산시,186828
08,경상남도 양산시,217528
01,경상남도 양산시,165308
02,경상남도 양산시,167456
10,경상남도 양산시,230859
11,경상남도 양산시,190773
12,경상남도 양산시,190151
03,경상남도 의령군,12225
04,경상남도 의령군,14639
06,경상남도 의령군,12887
07,경상남도 의령군,12145
09,경상남도 의령군,19067
05,경상남도 의령군,14841
08,경상남도 의령군,15448
01,경상남도 의령군,8779
02,경상남도 의령군,10354
10,경상남도 의령군,31001
11,경상남도 의령군,14692
12,경상남도 의령군,12144
03,경상남도 진주시,122956
04,경상남도 진주시,125765
06,경상남도 진주시,127331
07,경상남도 진주시,129247
09,경상남도 진주시,132257
05,경상남도 진주시,136710
08,경상남도 진주시,134206
01,경상남도 진주시,113199
02,경상남도 진주시,110783
10,경상남도 진주시,178575
11,경상남도 진주시,120649
12,경상남도 진주시,131183
03,경상남도 창녕군,32447
04,경상남도 창녕군,47404
06,경상남도 창녕군,26209
07,경상남도 창녕군,24895
09,경상남도 창녕군,31985
05,경상남도 창녕군,32085
08,경상남도 창녕군,29560
01,경상남도 창녕군,28982
02,경상남도 창녕군,25898
10,경상남도 창녕군,39220
11,경상남도 창녕군,30053
12,경상남도 창녕군,28526
03,경상남도 창원시 마산합포구,83601
04,경상남도 창원시 마산합포구,82793
06,경상남도 창원시 마산합포구,80718
07,경상남도 창원시 마산합포구,84646
09,경상남도 창원시 마산합포구,98726
05,경상남도 창원시 마산합포구,85693
08,경상남도 창원시 마산합포구,97660
01,경상남도 창원시 마산합포구,73922
02,경상남도 창원시 마산합포구,68136
10,경상남도 창원시 마산합포구,119567
11,경상남도 창원시 마산합포구,91425
12,경상남도 창원시 마산합포구,98357
03,경상남도 창원시 성산구,140734
04,경상남도 창원시 성산구,135025
06,경상남도 창원시 성산구,138415
07,경상남도 창원시 성산구,142130
09,경상남도 창원시 성산구,144065
05,경상남도 창원시 성산구,144495
08,경상남도 창원시 성산구,137553
01,경상남도 창원시 성산구,124395
02,경상남도 창원시 성산구,122033
10,경상남도 창원시 성산구,146175
11,경상남도 창원시 성산구,141945
12,경상남도 창원시 성산구,163644
03,경상남도 창원시 의창구,103120
04,경상남도 창원시 의창구,101090
06,경상남도 창원시 의창구,99504
07,경상남도 창원시 의창구,101042
09,경상남도 창원시 의창구,108741
05,경상남도 창원시 의창구,105380
08,경상남도 창원시 의창구,103965
01,경상남도 창원시 의창구,97127
02,경상남도 창원시 의창구,90367
10,경상남도 창원시 의창구,125464
11,경상남도 창원시 의창구,107327
12,경상남도 창원시 의창구,119066
03,경상남도 창원시 진해구,147371
04,경상남도 창원시 진해구,98160
06,경상남도 창원시 진해구,84986
07,경상남도 창원시 진해구,84414
09,경상남도 창원시 진해구,87327
05,경상남도 창원시 진해구,85050
08,경상남도 창원시 진해구,84879
01,경상남도 창원시 진해구,72903
02,경상남도 창원시 진해구,69964
10,경상남도 창원시 진해구,90332
11,경상남도 창원시 진해구,83301
12,경상남도 창원시 진해구,94165
03,경상남도 통영시,96727
04,경상남도 통영시,107570
06,경상남도 통영시,111154
07,경상남도 통영시,115281
09,경상남도 통영시,110403
05,경상남도 통영시,110053
08,경상남도 통영시,155013
01,경상남도 통영시,104061
02,경상남도 통영시,110036
10,경상남도 통영시,131868
11,경상남도 통영시,91965
12,경상남도 통영시,112314
03,경상남도 하동군,97628
04,경상남도 하동군,57499
06,경상남도 하동군,39465
07,경상남도 하동군,34753
09,경상남도 하동군,43283
05,경상남도 하동군,51879
08,경상남도 하동군,54982
01,경상남도 하동군,21596
02,경상남도 하동군,24509
10,경상남도 하동군,66307
11,경상남도 하동군,38907
12,경상남도 하동군,22249
03,경상남도 함안군,19137
04,경상남도 함안군,21299
06,경상남도 함안군,21945
07,경상남도 함안군,23214
09,경상남도 함안군,26616
05,경상남도 함안군,49463
08,경상남도 함안군,21226
01,경상남도 함안군,14859
02,경상남도 함안군,15573
10,경상남도 함안군,44877
11,경상남도 함안군,24872
12,경상남도 함안군,16647
03,경상남도 함양군,9984
04,경상남도 함양군,13645
06,경상남도 함양군,17151
07,경상남도 함양군,18872
09,경상남도 함양군,23758
05,경상남도 함양군,17563
08,경상남도 함양군,27749
01,경상남도 함양군,10120
02,경상남도 함양군,7005
10,경상남도 함양군,25547
11,경상남도 함양군,15984
12,경상남도 함양군,9031
03,경상남도 합천군,24380
04,경상남도 합천군,32689
06,경상남도 합천군,23983
07,경상남도 합천군,24949
09,경상남도 합천군,32616
05,경상남도 합천군,33845
08,경상남도 합천군,27529
01,경상남도 합천군,17678
02,경상남도 합천군,18381
10,경상남도 합천군,70067
11,경상남도 합천군,26077
12,경상남도 합천군,17126
03,제주특별자치도 서귀포시,553099
04,제주특별자치도 서귀포시,522994
06,제주특별자치도 서귀포시,521169
07,제주특별자치도 서귀포시,499218
09,제주특별자치도 서귀포시,500164
05,제주특별자치도 서귀포시,517204
08,제주특별자치도 서귀포시,637407
01,제주특별자치도 서귀포시,538449
02,제주특별자치도 서귀포시,570317
10,제주특별자치도 서귀포시,539243
11,제주특별자치도 서귀포시,431032
12,제주특별자치도 서귀포시,471018
03,제주특별자치도 제주시,716666
04,제주특별자치도 제주시,679116
06,제주특별자치도 제주시,729109
07,제주특별자치도 제주시,744992
09,제주특별자치도 제주시,749938
05,제주특별자치도 제주시,703136
08,제주특별자치도 제주시,947574
01,제주특별자치도 제주시,690755
02,제주특별자치도 제주시,712143
10,제주특별자치도 제주시,787850
11,제주특별자치도 제주시,637167
12,제주특별자치도 제주시,622337
03,부산광역시 강서구,230318
04,부산광역시 강서구,215404
06,부산광역시 강서구,223583
07,부산광역시 강서구,225556
09,부산광역시 강서구,230061
05,부산광역시 강서구,220572
08,부산광역시 강서구,233827
01,부산광역시 강서구,215992
02,부산광역시 강서구,205856
10,부산광역시 강서구,255190
11,부산광역시 강서구,220960
12,부산광역시 강서구,246502
03,부산광역시 금정구,82795
04,부산광역시 금정구,86395
06,부산광역시 금정구,82387
07,부산광역시 금정구,82503
09,부산광역시 금정구,90832
05,부산광역시 금정구,91137
08,부산광역시 금정구,85772
01,부산광역시 금정구,77710
02,부산광역시 금정구,70375
10,부산광역시 금정구,97307
11,부산광역시 금정구,87992
12,부산광역시 금정구,84463
03,부산광역시 기장군,347350
04,부산광역시 기장군,342535
06,부산광역시 기장군,345380
07,부산광역시 기장군,357037
09,부산광역시 기장군,391107
05,부산광역시 기장군,365020
08,부산광역시 기장군,408383
01,부산광역시 기장군,348366
02,부산광역시 기장군,338140
10,부산광역시 기장군,435136
11,부산광역시 기장군,344427
12,부산광역시 기장군,427355
03,부산광역시 남구,91410
04,부산광역시 남구,75340
06,부산광역시 남구,76975
07,부산광역시 남구,76051
09,부산광역시 남구,90173
05,부산광역시 남구,76613
08,부산광역시 남구,87394
01,부산광역시 남구,80375
02,부산광역시 남구,77310
10,부산광역시 남구,95537
11,부산광역시 남구,88999
12,부산광역시 남구,92656
03,부산광역시 동구,67718
04,부산광역시 동구,68996
06,부산광역시 동구,71042
07,부산광역시 동구,78134
09,부산광역시 동구,76289
05,부산광역시 동구,74720
08,부산광역시 동구,81458
01,부산광역시 동구,64116
02,부산광역시 동구,65624
10,부산광역시 동구,78095
11,부산광역시 동구,75532
12,부산광역시 동구,82060
03,부산광역시 동래구,88789
04,부산광역시 동래구,94002
06,부산광역시 동래구,96268
07,부산광역시 동래구,102861
09,부산광역시 동래구,95470
05,부산광역시 동래구,101842
08,부산광역시 동래구,108230
01,부산광역시 동래구,90190
02,부산광역시 동래구,80913
10,부산광역시 동래구,92130
11,부산광역시 동래구,85460
12,부산광역시 동래구,103728
03,부산광역시 부산진구,146789
04,부산광역시 부산진구,149896
06,부산광역시 부산진구,151430
07,부산광역시 부산진구,167361
09,부산광역시 부산진구,160317
05,부산광역시 부산진구,172466
08,부산광역시 부산진구,168904
01,부산광역시 부산진구,148451
02,부산광역시 부산진구,138351
10,부산광역시 부산진구,157449
11,부산광역시 부산진구,149943
12,부산광역시 부산진구,177382
03,부산광역시 북구,50574
04,부산광역시 북구,52393
06,부산광역시 북구,51966
07,부산광역시 북구,54320
09,부산광역시 북구,54707
05,부산광역시 북구,56105
08,부산광역시 북구,56690
01,부산광역시 북구,48201
02,부산광역시 북구,46614
10,부산광역시 북구,59592
11,부산광역시 북구,51369
12,부산광역시 북구,58525
03,부산광역시 사상구,83972
04,부산광역시 사상구,75378
06,부산광역시 사상구,75543
07,부산광역시 사상구,77705
09,부산광역시 사상구,87719
05,부산광역시 사상구,79424
08,부산광역시 사상구,81077
01,부산광역시 사상구,74870
02,부산광역시 사상구,69920
10,부산광역시 사상구,92322
11,부산광역시 사상구,81469
12,부산광역시 사상구,88301
03,부산광역시 사하구,61829
04,부산광역시 사하구,58962
06,부산광역시 사하구,67627
07,부산광역시 사하구,70564
09,부산광역시 사하구,76148
05,부산광역시 사하구,65041
08,부산광역시 사하구,81532
01,부산광역시 사하구,62716
02,부산광역시 사하구,58461
10,부산광역시 사하구,76578
11,부산광역시 사하구,62556
12,부산광역시 사하구,72737
03,부산광역시 서구,31731
04,부산광역시 서구,26651
06,부산광역시 서구,28964
07,부산광역시 서구,29107
09,부산광역시 서구,39561
05,부산광역시 서구,28792
08,부산광역시 서구,36695
01,부산광역시 서구,33678
02,부산광역시 서구,34119
10,부산광역시 서구,41342
11,부산광역시 서구,33436
12,부산광역시 서구,38208
03,부산광역시 수영구,109537
04,부산광역시 수영구,111146
06,부산광역시 수영구,116247
07,부산광역시 수영구,133321
09,부산광역시 수영구,124881
05,부산광역시 수영구,121145
08,부산광역시 수영구,149766
01,부산광역시 수영구,115854
02,부산광역시 수영구,110035
10,부산광역시 수영구,119978
11,부산광역시 수영구,105563
12,부산광역시 수영구,133939
03,부산광역시 연제구,35563
04,부산광역시 연제구,35844
06,부산광역시 연제구,36651
07,부산광역시 연제구,42424
09,부산광역시 연제구,40457
05,부산광역시 연제구,39105
08,부산광역시 연제구,44521
01,부산광역시 연제구,36273
02,부산광역시 연제구,32818
10,부산광역시 연제구,36123
11,부산광역시 연제구,37567
12,부산광역시 연제구,47401
03,부산광역시 영도구,35563
04,부산광역시 영도구,35844
06,부산광역시 영도구,36651
07,부산광역시 영도구,42424
09,부산광역시 영도구,40457
05,부산광역시 영도구,39105
08,부산광역시 영도구,44521
01,부산광역시 영도구,36273
02,부산광역시 영도구,32818
10,부산광역시 영도구,36123
11,부산광역시 영도구,37567
12,부산광역시 영도구,47401
03,부산광역시 중구,64635
04,부산광역시 중구,74837
06,부산광역시 중구,71558
07,부산광역시 중구,77257
09,부산광역시 중구,74938
05,부산광역시 중구,77956
08,부산광역시 중구,88473
01,부산광역시 중구,72185
02,부산광역시 중구,69523
10,부산광역시 중구,79897
11,부산광역시 중구,72438
12,부산광역시 중구,100502
03,부산광역시 해운대구,376372
04,부산광역시 해운대구,407022
06,부산광역시 해운대구,436326
07,부산광역시 해운대구,481090
09,부산광역시 해운대구,419033
05,부산광역시 해운대구,444902
08,부산광역시 해운대구,510490
01,부산광역시 해운대구,407593
02,부산광역시 해운대구,413568
10,부산광역시 해운대구,416687
11,부산광역시 해운대구,374407
12,부산광역시 해운대구,482936
03,대구광역시 군위군,27953
04,대구광역시 군위군,29945
06,대구광역시 군위군,30985
07,대구광역시 군위군,29571
09,대구광역시 군위군,36797
05,대구광역시 군위군,30841
08,대구광역시 군위군,31707
01,대구광역시 군위군,18260
02,대구광역시 군위군,21589
10,대구광역시 군위군,43478
11,대구광역시 군위군,29469
12,대구광역시 군위군,20348
03,대구광역시 남구,63530
04,대구광역시 남구,55698
06,대구광역시 남구,53711
07,대구광역시 남구,55657
09,대구광역시 남구,64590
05,대구광역시 남구,55635
08,대구광역시 남구,57828
01,대구광역시 남구,57144
02,대구광역시 남구,54419
10,대구광역시 남구,65347
11,대구광역시 남구,57480
12,대구광역시 남구,70241
03,대구광역시 달서구,166008
04,대구광역시 달서구,161382
06,대구광역시 달서구,155594
07,대구광역시 달서구,166216
09,대구광역시 달서구,169273
05,대구광역시 달서구,170742
08,대구광역시 달서구,165677
01,대구광역시 달서구,142878
02,대구광역시 달서구,144277
10,대구광역시 달서구,174417
11,대구광역시 달서구,155981
12,대구광역시 달서구,182836
03,대구광역시 달성군,117540
04,대구광역시 달성군,123528
06,대구광역시 달성군,108883
07,대구광역시 달성군,118128
09,대구광역시 달성군,108401
05,대구광역시 달성군,112252
08,대구광역시 달성군,117021
01,대구광역시 달성군,87783
02,대구광역시 달성군,85691
10,대구광역시 달성군,121753
11,대구광역시 달성군,91133
12,대구광역시 달성군,98089
03,대구광역시 동구,274935
04,대구광역시 동구,278538
06,대구광역시 동구,274321
07,대구광역시 동구,289662
09,대구광역시 동구,287247
05,대구광역시 동구,292657
08,대구광역시 동구,287456
01,대구광역시 동구,258996
02,대구광역시 동구,246188
10,대구광역시 동구,308245
11,대구광역시 동구,289418
12,대구광역시 동구,300145
03,대구광역시 북구,134770
04,대구광역시 북구,136859
06,대구광역시 북구,148398
07,대구광역시 북구,143054
09,대구광역시 북구,156127
05,대구광역시 북구,145530
08,대구광역시 북구,153924
01,대구광역시 북구,128814
02,대구광역시 북구,121562
10,대구광역시 북구,174471
11,대구광역시 북구,154749
12,대구광역시 북구,180837
03,대구광역시 서구,48538
04,대구광역시 서구,38843
06,대구광역시 서구,39646
07,대구광역시 서구,40457
09,대구광역시 서구,43609
05,대구광역시 서구,44582
08,대구광역시 서구,42061
01,대구광역시 서구,43538
02,대구광역시 서구,38850
10,대구광역시 서구,36070
11,대구광역시 서구,41577
12,대구광역시 서구,41827
03,대구광역시 수성구,201954
04,대구광역시 수성구,203275
06,대구광역시 수성구,208311
07,대구광역시 수성구,216314
09,대구광역시 수성구,225676
05,대구광역시 수성구,219737
08,대구광역시 수성구,222905
01,대구광역시 수성구,191788
02,대구광역시 수성구,186911
10,대구광역시 수성구,209099
11,대구광역시 수성구,202738
12,대구광역시 수성구,250231
03,대구광역시 중구,123205
04,대구광역시 중구,122399
06,대구광역시 중구,119691
07,대구광역시 중구,125159
09,대구광역시 중구,124209
05,대구광역시 중구,129173
08,대구광역시 중구,127579
01,대구광역시 중구,121477
02,대구광역시 중구,121118
10,대구광역시 중구,127534
11,대구광역시 중구,121723
12,대구광역시 중구,145124
03,광주광역시 광산구,165204
04,광주광역시 광산구,168118
06,광주광역시 광산구,181760
07,광주광역시 광산구,187012
09,광주광역시 광산구,181060
05,광주광역시 광산구,178078
08,광주광역시 광산구,190000
01,광주광역시 광산구,150798
02,광주광역시 광산구,154131
10,광주광역시 광산구,182154
11,광주광역시 광산구,172243
12,광주광역시 광산구,190903
03,광주광역시 남구,43627
04,광주광역시 남구,42538
06,광주광역시 남구,43754
07,광주광역시 남구,45914
09,광주광역시 남구,46903
05,광주광역시 남구,45711
08,광주광역시 남구,46848
01,광주광역시 남구,40326
02,광주광역시 남구,41556
10,광주광역시 남구,48772
11,광주광역시 남구,46612
12,광주광역시 남구,50041
03,광주광역시 동구,63122
04,광주광역시 동구,62733
06,광주광역시 동구,67244
07,광주광역시 동구,72632
09,광주광역시 동구,71050
05,광주광역시 동구,72302
08,광주광역시 동구,73113
01,광주광역시 동구,59494
02,광주광역시 동구,58937
10,광주광역시 동구,72082
11,광주광역시 동구,66020
12,광주광역시 동구,75350
03,광주광역시 북구,109330
04,광주광역시 북구,113502
06,광주광역시 북구,115025
07,광주광역시 북구,118595
09,광주광역시 북구,125302
05,광주광역시 북구,121699
08,광주광역시 북구,128023
01,광주광역시 북구,95861
02,광주광역시 북구,95432
10,광주광역시 북구,120514
11,광주광역시 북구,104422
12,광주광역시 북구,112064
03,광주광역시 서구,198501
04,광주광역시 서구,198032
06,광주광역시 서구,200537
07,광주광역시 서구,210238
09,광주광역시 서구,214888
05,광주광역시 서구,213022
08,광주광역시 서구,211760
01,광주광역시 서구,184385
02,광주광역시 서구,179336
10,광주광역시 서구,213914
11,광주광역시 서구,209719
12,광주광역시 서구,231065
03,대전광역시 대덕구,63784
04,대전광역시 대덕구,54757
06,대전광역시 대덕구,54849
07,대전광역시 대덕구,52813
09,대전광역시 대덕구,72205
05,대전광역시 대덕구,54571
08,대전광역시 대덕구,59645
01,대전광역시 대덕구,52166
02,대전광역시 대덕구,52078
10,대전광역시 대덕구,76949
11,대전광역시 대덕구,63227
12,대전광역시 대덕구,61430
03,대전광역시 동구,140654
04,대전광역시 동구,146759
06,대전광역시 동구,139398
07,대전광역시 동구,140658
09,대전광역시 동구,150195
05,대전광역시 동구,145826
08,대전광역시 동구,146300
01,대전광역시 동구,125887
02,대전광역시 동구,125533
10,대전광역시 동구,152909
11,대전광역시 동구,140458
12,대전광역시 동구,140882
03,대전광역시 서구,192583
04,대전광역시 서구,193845
06,대전광역시 서구,201467
07,대전광역시 서구,208611
09,대전광역시 서구,206614
05,대전광역시 서구,207466
08,대전광역시 서구,214211
01,대전광역시 서구,184214
02,대전광역시 서구,182268
10,대전광역시 서구,211081
11,대전광역시 서구,207346
12,대전광역시 서구,228969
03,대전광역시 유성구,330634
04,대전광역시 유성구,351694
06,대전광역시 유성구,381014
07,대전광역시 유성구,389896
09,대전광역시 유성구,378605
05,대전광역시 유성구,360596
08,대전광역시 유성구,390595
01,대전광역시 유성구,305182
02,대전광역시 유성구,312944
10,대전광역시 유성구,391521
11,대전광역시 유성구,377497
12,대전광역시 유성구,422865
03,대전광역시 중구,112091
04,대전광역시 중구,120890
06,대전광역시 중구,118785
07,대전광역시 중구,116198
09,대전광역시 중구,122511
05,대전광역시 중구,122211
08,대전광역시 중구,127467
01,대전광역시 중구,98637
02,대전광역시 중구,105101
10,대전광역시 중구,134440
11,대전광역시 중구,102292
12,대전광역시 중구,115622
03,울산광역시 남구,168039
04,울산광역시 남구,169105
06,울산광역시 남구,176149
07,울산광역시 남구,180032
09,울산광역시 남구,176723
05,울산광역시 남구,199289
08,울산광역시 남구,180068
01,울산광역시 남구,158316
02,울산광역시 남구,154585
10,울산광역시 남구,177219
11,울산광역시 남구,169844
12,울산광역시 남구,196947
03,울산광역시 동구,49988
04,울산광역시 동구,44138
06,울산광역시 동구,48824
07,울산광역시 동구,46153
09,울산광역시 동구,55353
05,울산광역시 동구,48500
08,울산광역시 동구,55171
01,울산광역시 동구,41761
02,울산광역시 동구,44721
10,울산광역시 동구,57606
11,울산광역시 동구,44362
12,울산광역시 동구,48889
03,울산광역시 북구,85609
04,울산광역시 북구,76504
06,울산광역시 북구,80889
07,울산광역시 북구,86180
09,울산광역시 북구,93052
05,울산광역시 북구,83419
08,울산광역시 북구,92851
01,울산광역시 북구,84056
02,울산광역시 북구,79706
10,울산광역시 북구,95357
11,울산광역시 북구,86486
12,울산광역시 북구,100906
03,울산광역시 울주군,180498
04,울산광역시 울주군,155911
06,울산광역시 울주군,163541
07,울산광역시 울주군,178622
09,울산광역시 울주군,188205
05,울산광역시 울주군,172350
08,울산광역시 울주군,207607
01,울산광역시 울주군,162216
02,울산광역시 울주군,155198
10,울산광역시 울주군,217165
11,울산광역시 울주군,173870
12,울산광역시 울주군,179452
03,울산광역시 중구,50776
04,울산광역시 중구,52672
06,울산광역시 중구,55906
07,울산광역시 중구,56757
09,울산광역시 중구,57433
05,울산광역시 중구,65326
08,울산광역시 중구,57621
01,울산광역시 중구,43463
02,울산광역시 중구,45872
10,울산광역시 중구,66510
11,울산광역시 중구,54532
12,울산광역시 중구,56437
03,세종특별자치시,262229
04,세종특별자치시,233319
06,세종특별자치시,241655
07,세종특별자치시,233418
09,세종특별자치시,275069
05,세종특별자치시,237543
08,세종특별자치시,253190
01,세종특별자치시,215877
02,세종특별자치시,228786
10,세종특별자치시,295384
11,세종특별자치시,241153
12,세종특별자치시,268715
03,강원특별자치도 강릉시,402956
04,강원특별자치도 강릉시,402230
06,강원특별자치도 강릉시,490236
07,강원특별자치도 강릉시,553646
09,강원특별자치도 강릉시,481656
05,강원특별자치도 강릉시,451671
08,강원특별자치도 강릉시,712664
01,강원특별자치도 강릉시,452294
02,강원특별자치도 강릉시,484104
10,강원특별자치도 강릉시,499339
11,강원특별자치도 강릉시,357458
12,강원특별자치도 강릉시,469415
03,강원특별자치도 고성군,113319
04,강원특별자치도 고성군,131215
