일시,지역명,방문자수
05,대구광역시 달서구,14780864
05,대구광역시 달성군,6806682
05,대구광역시 군위군,1054999
06,대구광역시 중구,7340168
06,대구광역시 동구,10308119
06,대구광역시 서구,3406845
06,대구광역시 남구,4273824
06,대구광역시 북구,11242063
06,대구광역시 수성구,10978261
06,대구광역시 달서구,13075609
06,대구광역시 달성군,5860688
06,대구광역시 군위군,889630
07,대구광역시 중구,7582662
07,대구광역시 동구,10680273
07,대구광역시 서구,3507530
07,대구광역시 남구,4317817
07,대구광역시 북구,11220099
07,대구광역시 수성구,11137898
07,대구광역시 달서구,13344888
07,대구광역시 달성군,5973480
07,대구광역시 군위군,895591
08,대구광역시 중구,7326032
08,대구광역시 동구,10493082
08,대구광역시 서구,3410687
08,대구광역시 남구,4267377
08,대구광역시 북구,11187488
08,대구광역시 수성구,11129878
08,대구광역시 달서구,13012979
08,대구광역시 달성군,5885237
08,대구광역시 군위군,931675
09,대구광역시 중구,7454470
09,대구광역시 동구,10762427
09,대구광역시 서구,3655655
09,대구광역시 남구,4421143
09,대구광역시 북구,11883982
09,대구광역시 수성구,11159783
09,대구광역시 달서구,13623327
09,대구광역시 달성군,5992703
09,대구광역시 군위군,1096760
10,대구광역시 중구,7947212
10,대구광역시 동구,11384186
10,대구광역시 서구,3709241
10,대구광역시 남구,4512004
10,대구광역시 북구,12359863
10,대구광역시 수성구,11442736
10,대구광역시 달서구,14231153
10,대구광역시 달성군,6456812
10,대구광역시 군위군,1149284
11,대구광역시 중구,7465884
11,대구광역시 동구,10870168
11,대구광역시 서구,3574307
11,대구광역시 남구,4251994
11,대구광역시 북구,11991777
11,대구광역시 수성구,11081851
11,대구광역시 달서구,13830399
11,대구광역시 달성군,5940018
11,대구광역시 군위군,935447
12,대구광역시 중구,8031519
12,대구광역시 동구,11153701
12,대구광역시 서구,3642026
12,대구광역시 남구,4295306
12,대구광역시 북구,12147586
12,대구광역시 수성구,11360182
12,대구광역시 달서구,13937682
12,대구광역시 달성군,5725233
12,대구광역시 군위군,836300
01,대전광역시 동구,6115024
01,대전광역시 중구,7226168
01,대전광역시 서구,13319937
01,대전광역시 유성구,11655310
01,대전광역시 대덕구,4578455
02,대전광역시 동구,5686331
02,대전광역시 중구,6674392
02,대전광역시 서구,12377433
02,대전광역시 유성구,11108415
02,대전광역시 대덕구,4254509
03,대전광역시 동구,6890497
03,대전광역시 중구,7543944
03,대전광역시 서구,14110915
03,대전광역시 유성구,13049662
03,대전광역시 대덕구,4934141
04,대전광역시 동구,6050421
04,대전광역시 중구,7019622
04,대전광역시 서구,12983213
04,대전광역시 유성구,11930334
04,대전광역시 대덕구,4580531
05,대전광역시 동구,6657965
05,대전광역시 중구,7561698
05,대전광역시 서구,13927614
05,대전광역시 유성구,12920835
05,대전광역시 대덕구,4907745
06,대전광역시 동구,5527153
06,대전광역시 중구,6567582
06,대전광역시 서구,12417189
06,대전광역시 유성구,12045617
06,대전광역시 대덕구,4539180
07,대전광역시 동구,5429737
07,대전광역시 중구,6552379
07,대전광역시 서구,12542257
07,대전광역시 유성구,11877471
07,대전광역시 대덕구,4486482
08,대전광역시 동구,5461404
08,대전광역시 중구,6734761
08,대전광역시 서구,12476711
08,대전광역시 유성구,11841485
08,대전광역시 대덕구,4506728
09,대전광역시 동구,5916103
09,대전광역시 중구,6494288
09,대전광역시 서구,12246681
09,대전광역시 유성구,11691395
09,대전광역시 대덕구,4449674
10,대전광역시 동구,6126515
10,대전광역시 중구,7078481
10,대전광역시 서구,13542617
10,대전광역시 유성구,12506925
10,대전광역시 대덕구,4689262
11,대전광역시 동구,5876387
11,대전광역시 중구,6632048
11,대전광역시 서구,12989489
11,대전광역시 유성구,12130434
11,대전광역시 대덕구,4390954
12,대전광역시 동구,5890285
12,대전광역시 중구,6944800
12,대전광역시 서구,13457665
12,대전광역시 유성구,12281175
12,대전광역시 대덕구,4419174
01,부산광역시 중구,4460629
01,부산광역시 서구,3276086
01,부산광역시 동구,4049000
01,부산광역시 영도구,3434108
01,부산광역시 부산진구,12501184
01,부산광역시 동래구,7411899
01,부산광역시 남구,6805459
01,부산광역시 북구,6718527
01,부산광역시 해운대구,12964434
01,부산광역시 사하구,6429179
01,부산광역시 금정구,6218131
01,부산광역시 강서구,5803070
01,부산광역시 연제구,5356577
01,부산광역시 수영구,6180980
01,부산광역시 사상구,5241114
01,부산광역시 기장군,6623982
02,부산광역시 중구,4120902
02,부산광역시 서구,3025135
02,부산광역시 동구,3831928
02,부산광역시 영도구,3121573
02,부산광역시 부산진구,11532782
02,부산광역시 동래구,6590792
02,부산광역시 남구,6222769
02,부산광역시 북구,5929935
02,부산광역시 해운대구,11850283
02,부산광역시 사하구,5826658
02,부산광역시 금정구,5642349
02,부산광역시 강서구,5363706
02,부산광역시 연제구,4793813
02,부산광역시 수영구,5615550
02,부산광역시 사상구,4774408
02,부산광역시 기장군,5798248
03,부산광역시 중구,4610561
03,부산광역시 서구,3560465
03,부산광역시 동구,4187375
03,부산광역시 영도구,3607642
03,부산광역시 부산진구,12965018
03,부산광역시 동래구,7542222
03,부산광역시 남구,7487811
03,부산광역시 북구,6754701
03,부산광역시 해운대구,12901425
03,부산광역시 사하구,6865426
03,부산광역시 금정구,6922618
03,부산광역시 강서구,6165852
03,부산광역시 연제구,5500971
03,부산광역시 수영구,6176649
03,부산광역시 사상구,5680231
03,부산광역시 기장군,6479725
04,부산광역시 중구,4374035
04,부산광역시 서구,3212495
04,부산광역시 동구,4057760
04,부산광역시 영도구,3315071
04,부산광역시 부산진구,11938776
04,부산광역시 동래구,7090898
04,부산광역시 남구,6585555
04,부산광역시 북구,6410639
04,부산광역시 해운대구,12411158
04,부산광역시 사하구,6159300
04,부산광역시 금정구,5996921
04,부산광역시 강서구,5993259
04,부산광역시 연제구,5117715
04,부산광역시 수영구,5895718
04,부산광역시 사상구,5059636
04,부산광역시 기장군,6416538
05,부산광역시 중구,4695982
05,부산광역시 서구,3495929
05,부산광역시 동구,4378428
05,부산광역시 영도구,3702081
05,부산광역시 부산진구,12949206
05,부산광역시 동래구,7586658
05,부산광역시 남구,7261073
05,부산광역시 북구,6817278
05,부산광역시 해운대구,13357707
05,부산광역시 사하구,6514359
05,부산광역시 금정구,6728797
05,부산광역시 강서구,6303892
05,부산광역시 연제구,5438971
05,부산광역시 수영구,6263937
05,부산광역시 사상구,5474395
05,부산광역시 기장군,6815933
06,부산광역시 중구,4506201
06,부산광역시 서구,3299009
06,부산광역시 동구,4154927
06,부산광역시 영도구,3536280
06,부산광역시 부산진구,12159223
06,부산광역시 동래구,6973956
06,부산광역시 남구,6548038
06,부산광역시 북구,6402681
06,부산광역시 해운대구,12702506
06,부산광역시 사하구,5901234
06,부산광역시 금정구,5967474
06,부산광역시 강서구,5929984
06,부산광역시 연제구,3836837
06,부산광역시 수영구,5947170
06,부산광역시 사상구,4710330
06,부산광역시 기장군,6470926
07,부산광역시 중구,4486308
07,부산광역시 서구,3274793
07,부산광역시 동구,4285226
07,부산광역시 영도구,3516811
07,부산광역시 부산진구,12488184
07,부산광역시 동래구,7108206
07,부산광역시 남구,6498775
07,부산광역시 북구,6604371
07,부산광역시 해운대구,13455176
07,부산광역시 사하구,6041470
07,부산광역시 금정구,5848971
07,부산광역시 강서구,5978592
07,부산광역시 연제구,3939599
07,부산광역시 수영구,6225889
07,부산광역시 사상구,4773040
07,부산광역시 기장군,6612142
08,부산광역시 중구,4609514
08,부산광역시 서구,3322738
08,부산광역시 동구,4337064
08,부산광역시 영도구,3575053
08,부산광역시 부산진구,12406504
08,부산광역시 동래구,7068850
08,부산광역시 남구,6501790
08,부산광역시 북구,6514319
08,부산광역시 해운대구,13440840
08,부산광역시 사하구,6088148
08,부산광역시 금정구,5821007
08,부산광역시 강서구,6004394
08,부산광역시 연제구,4247960
08,부산광역시 수영구,6303610
08,부산광역시 사상구,4802874
08,부산광역시 기장군,6714423
09,부산광역시 중구,4619802
09,부산광역시 서구,3366931
09,부산광역시 동구,4107676
09,부산광역시 영도구,3613365
09,부산광역시 부산진구,12475906
09,부산광역시 동래구,7126627
09,부산광역시 남구,6875955
09,부산광역시 북구,6752981
09,부산광역시 해운대구,12735056
09,부산광역시 사하구,6380145
09,부산광역시 금정구,6419483
09,부산광역시 강서구,5909289
09,부산광역시 연제구,4572037
09,부산광역시 수영구,5950873
09,부산광역시 사상구,5156769
09,부산광역시 기장군,6395912
10,부산광역시 중구,4834592
10,부산광역시 서구,3443089
10,부산광역시 동구,4475886
10,부산광역시 영도구,3625885
10,부산광역시 부산진구,12616622
10,부산광역시 동래구,7456556
10,부산광역시 남구,6939768
10,부산광역시 북구,6909313
10,부산광역시 해운대구,13297347
10,부산광역시 사하구,6564264
10,부산광역시 금정구,6425444
10,부산광역시 강서구,6176150
10,부산광역시 연제구,4876937
10,부산광역시 수영구,6139174
10,부산광역시 사상구,5328954
10,부산광역시 기장군,6697064
11,부산광역시 중구,4499309
11,부산광역시 서구,3256882
11,부산광역시 동구,4196258
11,부산광역시 영도구,3415043
11,부산광역시 부산진구,12236187
11,부산광역시 동래구,7068344
11,부산광역시 남구,6830974
11,부산광역시 북구,6635743
11,부산광역시 해운대구,12677075
11,부산광역시 사하구,6348800
11,부산광역시 금정구,6321919
11,부산광역시 강서구,5762632
11,부산광역시 연제구,4651479
11,부산광역시 수영구,5739288
11,부산광역시 사상구,5165135
11,부산광역시 기장군,5972497
12,부산광역시 중구,4914123
12,부산광역시 서구,3209899
12,부산광역시 동구,4168884
12,부산광역시 영도구,3506460
12,부산광역시 부산진구,12386197
12,부산광역시 동래구,7126414
12,부산광역시 남구,6608396
12,부산광역시 북구,6654269
12,부산광역시 해운대구,13083289
12,부산광역시 사하구,6109678
12,부산광역시 금정구,6133506
12,부산광역시 강서구,5623915
12,부산광역시 연제구,4782942
12,부산광역시 수영구,5786947
12,부산광역시 사상구,5063072
12,부산광역시 기장군,6169576
01,세종특별자치시 ,8371858
02,세종특별자치시 ,7881347
03,세종특별자치시 ,9344944
04,세종특별자치시 ,8525259
05,세종특별자치시 ,9326581
06,세종특별자치시 ,8624304
07,세종특별자치시 ,8460442
08,세종특별자치시 ,8559667
09,세종특별자치시 ,8510684
10,세종특별자치시 ,9127761
11,세종특별자치시 ,8656464
12,세종특별자치시 ,8734912
01,울산광역시 중구,5549366
01,울산광역시 남구,9906225
01,울산광역시 동구,3751452
01,울산광역시 북구,5467995
01,울산광역시 울주군,6653371
02,울산광역시 중구,4940707
02,울산광역시 남구,8982853
02,울산광역시 동구,3504765
02,울산광역시 북구,5063063
02,울산광역시 울주군,6056672
03,울산광역시 중구,5693869
03,울산광역시 남구,10303537
03,울산광역시 동구,4022881
03,울산광역시 북구,5633800
03,울산광역시 울주군,7092123
04,울산광역시 중구,5383887
04,울산광역시 남구,9542091
04,울산광역시 동구,3841159
04,울산광역시 북구,5363770
04,울산광역시 울주군,6620302
05,울산광역시 중구,5778814
05,울산광역시 남구,10479984
05,울산광역시 동구,4069459
05,울산광역시 북구,5710499
05,울산광역시 울주군,7170132
06,울산광역시 중구,5405135
06,울산광역시 남구,9798502
06,울산광역시 동구,3848026
06,울산광역시 북구,5323413
06,울산광역시 울주군,6690718
07,울산광역시 중구,5464847
07,울산광역시 남구,9869212
07,울산광역시 동구,3894985
07,울산광역시 북구,5481325
07,울산광역시 울주군,6861259
08,울산광역시 중구,5302414
08,울산광역시 남구,9744902
08,울산광역시 동구,3856208
08,울산광역시 북구,5510888
08,울산광역시 울주군,7002517
09,울산광역시 중구,5332971
09,울산광역시 남구,9844164
09,울산광역시 동구,3886326
09,울산광역시 북구,5464183
09,울산광역시 울주군,7010402
10,울산광역시 중구,5505242
10,울산광역시 남구,10056457
10,울산광역시 동구,3896981
10,울산광역시 북구,5531679
10,울산광역시 울주군,7378275
11,울산광역시 중구,5173570
11,울산광역시 남구,9674616
11,울산광역시 동구,3714205
11,울산광역시 북구,5227414
11,울산광역시 울주군,6760292
12,울산광역시 중구,5128461
12,울산광역시 남구,9735715
12,울산광역시 동구,3629664
12,울산광역시 북구,5298846
12,울산광역시 울주군,6404782
01,전라남도 목포시,7435054
01,전라남도 여수시,6908362
01,전라남도 순천시,7251626
01,전라남도 나주시,3474660
01,전라남도 광양시,3459201
01,전라남도 담양군,1946579
01,전라남도 곡성군,850603
01,전라남도 구례군,797405
01,전라남도 고흥군,1423739
01,전라남도 보성군,1224222
01,전라남도 화순군,2229244
01,전라남도 장흥군,1251077
01,전라남도 강진군,1137045
01,전라남도 해남군,1774744
01,전라남도 영암군,1868990
01,전라남도 무안군,2861326
01,전라남도 함평군,866250
01,전라남도 영광군,1558029
01,전라남도 장성군,1418753
01,전라남도 완도군,1465857
01,전라남도 진도군,909242
01,전라남도 신안군,909930
02,전라남도 목포시,6691305
02,전라남도 여수시,6346137
02,전라남도 순천시,6564074
02,전라남도 나주시,3165096
02,전라남도 광양시,3235254
02,전라남도 담양군,1785933
02,전라남도 곡성군,734965
02,전라남도 구례군,718627
02,전라남도 고흥군,1188926
02,전라남도 보성군,1030587
02,전라남도 화순군,2029133
02,전라남도 장흥군,1048592
02,전라남도 강진군,1018882
02,전라남도 해남군,1533244
02,전라남도 영암군,1735325
02,전라남도 무안군,2599087
02,전라남도 함평군,764913
02,전라남도 영광군,1383728
02,전라남도 장성군,1306312
02,전라남도 완도군,1278888
02,전라남도 진도군,798999
02,전라남도 신안군,840692
03,전라남도 목포시,7718611
03,전라남도 여수시,7109724
03,전라남도 순천시,7694614
03,전라남도 나주시,3817391
03,전라남도 광양시,4193322
03,전라남도 담양군,2166211
03,전라남도 곡성군,971440
03,전라남도 구례군,1541277
03,전라남도 고흥군,1403828
03,전라남도 보성군,1259314
03,전라남도 화순군,2441777
03,전라남도 장흥군,1235336
03,전라남도 강진군,1222612
03,전라남도 해남군,1816494
03,전라남도 영암군,2081262
03,전라남도 무안군,3169836
03,전라남도 함평군,939786
03,전라남도 영광군,1618583
03,전라남도 장성군,1641661
03,전라남도 완도군,1507709
03,전라남도 진도군,890468
03,전라남도 신안군,1034211
04,전라남도 목포시,7390119
04,전라남도 여수시,6969148
04,전라남도 순천시,8062195
04,전라남도 나주시,3669084
04,전라남도 광양시,3554524
04,전라남도 담양군,2126975
04,전라남도 곡성군,978366
04,전라남도 구례군,1026304
04,전라남도 고흥군,1406313
04,전라남도 보성군,1366909
04,전라남도 화순군,2462115
04,전라남도 장흥군,1262016
04,전라남도 강진군,1293504
04,전라남도 해남군,1775998
04,전라남도 영암군,2082888
04,전라남도 무안군,2978361
04,전라남도 함평군,1009914
04,전라남도 영광군,1648555
04,전라남도 장성군,1575936
04,전라남도 완도군,1486155
04,전라남도 진도군,927640
04,전라남도 신안군,1249617
05,전라남도 목포시,7792044
05,전라남도 여수시,7319382
05,전라남도 순천시,8200530
05,전라남도 나주시,3866193
05,전라남도 광양시,3751427
05,전라남도 담양군,2327020
05,전라남도 곡성군,1318156
05,전라남도 구례군,976359
05,전라남도 고흥군,1536994
05,전라남도 보성군,1396079
05,전라남도 화순군,2488891
05,전라남도 장흥군,1300534
05,전라남도 강진군,1231317
05,전라남도 해남군,1904145
05,전라남도 영암군,2126925
05,전라남도 무안군,3220465
05,전라남도 함평군,1092100
05,전라남도 영광군,1696377
05,전라남도 장성군,1794607
05,전라남도 완도군,1617072
05,전라남도 진도군,936726
05,전라남도 신안군,1250790
06,전라남도 목포시,7366350
06,전라남도 여수시,7030724
06,전라남도 순천시,7486224
06,전라남도 나주시,3660202
06,전라남도 광양시,3413568
06,전라남도 담양군,2238395
06,전라남도 곡성군,954331
06,전라남도 구례군,899310
06,전라남도 고흥군,1446644
06,전라남도 보성군,1237961
06,전라남도 화순군,2346814
06,전라남도 장흥군,1251049
06,전라남도 강진군,1146054
06,전라남도 해남군,1695995
06,전라남도 영암군,1918309
06,전라남도 무안군,2931609
06,전라남도 함평군,939871
06,전라남도 영광군,1648309
06,전라남도 장성군,1668681
06,전라남도 완도군,1430809
06,전라남도 진도군,897909
06,전라남도 신안군,1172539
07,전라남도 목포시,7609342
07,전라남도 여수시,7296367
07,전라남도 순천시,7423394
07,전라남도 나주시,3645005
07,전라남도 광양시,3523935
07,전라남도 담양군,2190049
07,전라남도 곡성군,842766
07,전라남도 구례군,893719
07,전라남도 고흥군,1441997
07,전라남도 보성군,1168607
07,전라남도 화순군,2366467
07,전라남도 장흥군,1287043
07,전라남도 강진군,1118127
07,전라남도 해남군,1657425
07,전라남도 영암군,1873963
07,전라남도 무안군,2900113
07,전라남도 함평군,892514
07,전라남도 영광군,1611971
07,전라남도 장성군,1540687
07,전라남도 완도군,1451694
07,전라남도 진도군,900798
07,전라남도 신안군,1072669
08,전라남도 목포시,7733376
08,전라남도 여수시,7574928
08,전라남도 순천시,7538375
08,전라남도 나주시,3735452
08,전라남도 광양시,3658303
08,전라남도 담양군,2360799
08,전라남도 곡성군,885184
08,전라남도 구례군,1057687
08,전라남도 고흥군,1472944
08,전라남도 보성군,1204584
08,전라남도 화순군,2405236
08,전라남도 장흥군,1279019
08,전라남도 강진군,1160121
08,전라남도 해남군,1808566
08,전라남도 영암군,1962046
08,전라남도 무안군,2919707
08,전라남도 함평군,949365
08,전라남도 영광군,1690019
08,전라남도 장성군,1600665
08,전라남도 완도군,1556918
08,전라남도 진도군,979246
08,전라남도 신안군,1213475
09,전라남도 목포시,7492797
09,전라남도 여수시,6851977
09,전라남도 순천시,7353566
09,전라남도 나주시,3589555
09,전라남도 광양시,3370346
09,전라남도 담양군,2230888
09,전라남도 곡성군,885322
09,전라남도 구례군,917759
09,전라남도 고흥군,1488860
09,전라남도 보성군,1238154
09,전라남도 화순군,2196535
09,전라남도 장흥군,1264154
09,전라남도 강진군,1177216
09,전라남도 해남군,1846221
09,전라남도 영암군,1944333
09,전라남도 무안군,2988415
09,전라남도 함평군,946134
09,전라남도 영광군,1843821
09,전라남도 장성군,1568451
09,전라남도 완도군,1560888
09,전라남도 진도군,993480
09,전라남도 신안군,1285840
10,전라남도 목포시,8095820
10,전라남도 여수시,7537994
10,전라남도 순천시,8319478
10,전라남도 나주시,3819959
10,전라남도 광양시,3622624
10,전라남도 담양군,2372644
10,전라남도 곡성군,938114
10,전라남도 구례군,1080508
10,전라남도 고흥군,1502174
10,전라남도 보성군,1316658
10,전라남도 화순군,2434457
10,전라남도 장흥군,1282341
10,전라남도 강진군,1238680
10,전라남도 해남군,1937318
10,전라남도 영암군,2074405
10,전라남도 무안군,3089747
10,전라남도 함평군,1022875
10,전라남도 영광군,1727853
10,전라남도 장성군,1941478
10,전라남도 완도군,1661887
10,전라남도 진도군,1038109
10,전라남도 신안군,1445581
11,전라남도 목포시,7560515
11,전라남도 여수시,6835612
11,전라남도 순천시,7371451
11,전라남도 나주시,3565018
11,전라남도 광양시,3372121
11,전라남도 담양군,2135567
11,전라남도 곡성군,805785
11,전라남도 구례군,930982
11,전라남도 고흥군,1355487
11,전라남도 보성군,1134522
11,전라남도 화순군,2192755
11,전라남도 장흥군,1172672
11,전라남도 강진군,1101507
11,전라남도 해남군,1781793
11,전라남도 영암군,1923232
11,전라남도 무안군,2872073
11,전라남도 함평군,868618
11,전라남도 영광군,1519624
11,전라남도 장성군,1635805
11,전라남도 완도군,1465739
11,전라남도 진도군,906721
11,전라남도 신안군,1164794
12,전라남도 목포시,7751567
12,전라남도 여수시,7011488
12,전라남도 순천시,7314882
12,전라남도 나주시,3466209
12,전라남도 광양시,3366840
12,전라남도 담양군,2006673
12,전라남도 곡성군,740542
12,전라남도 구례군,766664
12,전라남도 고흥군,1341099
12,전라남도 보성군,1132140
12,전라남도 화순군,2094981
12,전라남도 장흥군,1176723
12,전라남도 강진군,1142171
12,전라남도 해남군,1862186
12,전라남도 영암군,1776279
12,전라남도 무안군,2902081
12,전라남도 함평군,771532
12,전라남도 영광군,1593931
12,전라남도 장성군,1359828
12,전라남도 완도군,1588589
12,전라남도 진도군,974985
12,전라남도 신안군,1187675
01,전북특별자치도 전주시 완산구,10007337
01,전북특별자치도 전주시 덕진구,8571588
01,전북특별자치도 군산시,8004157
01,전북특별자치도 익산시,7912983
01,전북특별자치도 정읍시,2740149
01,전북특별자치도 남원시,2336241
01,전북특별자치도 김제시,2279192
01,전북특별자치도 완주군,2757553
01,전북특별자치도 진안군,606659
01,전북특별자치도 무주군,1386243
01,전북특별자치도 장수군,532769
01,전북특별자치도 임실군,893273
01,전북특별자치도 순창군,695039
01,전북특별자치도 고창군,1682204
01,전북특별자치도 부안군,1711062
02,전북특별자치도 전주시 완산구,9167693
02,전북특별자치도 전주시 덕진구,7983361
02,전북특별자치도 군산시,7358677
02,전북특별자치도 익산시,7159461
02,전북특별자치도 정읍시,2380386
02,전북특별자치도 남원시,2066482
02,전북특별자치도 김제시,2038001
02,전북특별자치도 완주군,2557462
02,전북특별자치도 진안군,535156
02,전북특별자치도 무주군,1044011
02,전북특별자치도 장수군,453640
02,전북특별자치도 임실군,736242
02,전북특별자치도 순창군,638440
02,전북특별자치도 고창군,1503424
02,전북특별자치도 부안군,1548301
03,전북특별자치도 전주시 완산구,10549813
03,전북특별자치도 전주시 덕진구,9379960
03,전북특별자치도 군산시,8544631
03,전북특별자치도 익산시,8490276
03,전북특별자치도 정읍시,2805138
03,전북특별자치도 남원시,2508484
03,전북특별자치도 김제시,2403866
03,전북특별자치도 완주군,3166099
03,전북특별자치도 진안군,676815
03,전북특별자치도 무주군,905846
03,전북특별자치도 장수군,548541
03,전북특별자치도 임실군,1038401
03,전북특별자치도 순창군,792594
03,전북특별자치도 고창군,1828955
03,전북특별자치도 부안군,1797604
04,전북특별자치도 전주시 완산구,9811614
04,전북특별자치도 전주시 덕진구,8594769
04,전북특별자치도 군산시,8198611
04,전북특별자치도 익산시,7869364
04,전북특별자치도 정읍시,2768084
04,전북특별자치도 남원시,2463061
04,전북특별자치도 김제시,2367461
04,전북특별자치도 완주군,3045871
04,전북특별자치도 진안군,800871
04,전북특별자치도 무주군,974142
04,전북특별자치도 장수군,550476
04,전북특별자치도 임실군,1088384
04,전북특별자치도 순창군,802343
04,전북특별자치도 고창군,2052454
04,전북특별자치도 부안군,1909556
05,전북특별자치도 전주시 완산구,10489088
05,전북특별자치도 전주시 덕진구,9319582
05,전북특별자치도 군산시,8712183
05,전북특별자치도 익산시,8533925
05,전북특별자치도 정읍시,2892439
05,전북특별자치도 남원시,2705887
05,전북특별자치도 김제시,2518935
05,전북특별자치도 완주군,3321745
05,전북특별자치도 진안군,762912
05,전북특별자치도 무주군,1075230
05,전북특별자치도 장수군,602396
05,전북특별자치도 임실군,1141141
05,전북특별자치도 순창군,828411
05,전북특별자치도 고창군,2023649
05,전북특별자치도 부안군,2034209
06,전북특별자치도 전주시 완산구,9200250
06,전북특별자치도 전주시 덕진구,8317332
06,전북특별자치도 군산시,8068961
06,전북특별자치도 익산시,7691486
06,전북특별자치도 정읍시,2772164
06,전북특별자치도 남원시,2441773
06,전북특별자치도 김제시,2282909
06,전북특별자치도 완주군,3081574
06,전북특별자치도 진안군,718281
06,전북특별자치도 무주군,1069801
06,전북특별자치도 장수군,594323
06,전북특별자치도 임실군,1027961
06,전북특별자치도 순창군,817262
06,전북특별자치도 고창군,1912634
06,전북특별자치도 부안군,1859464
07,전북특별자치도 전주시 완산구,9335941
07,전북특별자치도 전주시 덕진구,8274400
07,전북특별자치도 군산시,8047696
07,전북특별자치도 익산시,7724299
07,전북특별자치도 정읍시,2751625
07,전북특별자치도 남원시,2501588
07,전북특별자치도 김제시,2273108
07,전북특별자치도 완주군,3122816
07,전북특별자치도 진안군,706049
07,전북특별자치도 무주군,1068449
07,전북특별자치도 장수군,591510
07,전북특별자치도 임실군,971169
07,전북특별자치도 순창군,760787
07,전북특별자치도 고창군,1790579
07,전북특별자치도 부안군,1860369
08,전북특별자치도 전주시 완산구,9404423
08,전북특별자치도 전주시 덕진구,8268368
08,전북특별자치도 군산시,8223285
08,전북특별자치도 익산시,7832086
08,전북특별자치도 정읍시,2783919
08,전북특별자치도 남원시,2644302
08,전북특별자치도 김제시,2334720
08,전북특별자치도 완주군,3294768
08,전북특별자치도 진안군,802948
08,전북특별자치도 무주군,1273569
08,전북특별자치도 장수군,651728
08,전북특별자치도 임실군,1034846
08,전북특별자치도 순창군,844975
08,전북특별자치도 고창군,1880636
08,전북특별자치도 부안군,2065674
09,전북특별자치도 전주시 완산구,9097059
09,전북특별자치도 전주시 덕진구,8165178
09,전북특별자치도 군산시,8163128
09,전북특별자치도 익산시,7843935
09,전북특별자치도 정읍시,2821946
09,전북특별자치도 남원시,2472829
09,전북특별자치도 김제시,2368526
09,전북특별자치도 완주군,3178326
09,전북특별자치도 진안군,790783
09,전북특별자치도 무주군,1173524
09,전북특별자치도 장수군,651044
09,전북특별자치도 임실군,1174466
09,전북특별자치도 순창군,794968
09,전북특별자치도 고창군,1869888
09,전북특별자치도 부안군,1935875
10,전북특별자치도 전주시 완산구,9885685
10,전북특별자치도 전주시 덕진구,8798003
10,전북특별자치도 군산시,8672788
10,전북특별자치도 익산시,8322671
10,전북특별자치도 정읍시,3139820
10,전북특별자치도 남원시,2649597
10,전북특별자치도 김제시,2578521
10,전북특별자치도 완주군,3380690
10,전북특별자치도 진안군,784120
10,전북특별자치도 무주군,1186875
10,전북특별자치도 장수군,568273
10,전북특별자치도 임실군,1368763
10,전북특별자치도 순창군,891996
10,전북특별자치도 고창군,2004528
10,전북특별자치도 부안군,2055667
11,전북특별자치도 전주시 완산구,9421190
11,전북특별자치도 전주시 덕진구,8484795
11,전북특별자치도 군산시,8010112
11,전북특별자치도 익산시,7969318
11,전북특별자치도 정읍시,3012756
11,전북특별자치도 남원시,2401234
11,전북특별자치도 김제시,2292657
11,전북특별자치도 완주군,3109114
11,전북특별자치도 진안군,684143
11,전북특별자치도 무주군,998810
11,전북특별자치도 장수군,520679
11,전북특별자치도 임실군,1001682
11,전북특별자치도 순창군,887156
11,전북특별자치도 고창군,1750050
11,전북특별자치도 부안군,1792882
12,전북특별자치도 전주시 완산구,9755437
12,전북특별자치도 전주시 덕진구,8568551
12,전북특별자치도 군산시,7970156
12,전북특별자치도 익산시,7836207
12,전북특별자치도 정읍시,2652332
12,전북특별자치도 남원시,2278591
12,전북특별자치도 김제시,2172326
12,전북특별자치도 완주군,2811871
12,전북특별자치도 진안군,599922
12,전북특별자치도 무주군,1192183
12,전북특별자치도 장수군,452706
12,전북특별자치도 임실군,875510
12,전북특별자치도 순창군,622461
12,전북특별자치도 고창군,1628395
12,전북특별자치도 부안군,1721669
01,제주특별자치도 제주시,18925118
01,제주특별자치도 서귀포시,8222230
02,제주특별자치도 제주시,17602573
02,제주특별자치도 서귀포시,7731891
03,제주특별자치도 제주시,19799557
03,제주특별자치도 서귀포시,8508222
04,제주특별자치도 제주시,19006199
04,제주특별자치도 서귀포시,8515290
05,제주특별자치도 제주시,19986169
05,제주특별자치도 서귀포시,8768186
06,제주특별자치도 제주시,19263158
06,제주특별자치도 서귀포시,8269975
07,제주특별자치도 제주시,19593061
07,제주특별자치도 서귀포시,8286926
08,제주특별자치도 제주시,20086884
08,제주특별자치도 서귀포시,8823165
09,제주특별자치도 제주시,18280672
09,제주특별자치도 서귀포시,7745590
10,제주특별자치도 제주시,20145873
10,제주특별자치도 서귀포시,8911544
11,제주특별자치도 제주시,18722335
11,제주특별자치도 서귀포시,8042430
12,제주특별자치도 제주시,18835167
12,제주특별자치도 서귀포시,7933875
01,충청남도 천안시 동남구,7390428
01,충청남도 천안시 서북구,7331543
01,충청남도 공주시,3648420
01,충청남도 보령시,3647894
01,충청남도 아산시,8012825
01,충청남도 서산시,4582809
01,충청남도 논산시,3581936
01,충청남도 계룡시,1177473
01,충청남도 당진시,5253005
01,충청남도 금산군,1862273
