일시,방문자 수,지역명
4,2462179.0,강원특별자치도 홍천군
4,1610802.0,강원특별자치도 횡성군
4,1127645.0,강원특별자치도 영월군
4,1978130.0,강원특별자치도 평창군
4,1391408.0,강원특별자치도 정선군
4,1328189.0,강원특별자치도 철원군
4,857309.0,강원특별자치도 화천군
4,777376.0,강원특별자치도 양구군
4,1239969.0,강원특별자치도 인제군
4,1985948.0,강원특별자치도 양양군
4,11600000.0,경기도 고양시 덕양구
4,9735866.0,경기도 고양시 일산동구
4,7560688.0,경기도 고양시 일산서구
4,7005233.0,경기도 성남시 수정구
4,4330493.0,경기도 성남시 중원구
4,18000000.0,경기도 성남시 분당구
4,8181225.0,경기도 수원시 장안구
4,7944185.0,경기도 수원시 권선구
4,9189488.0,경기도 수원시 팔달구
4,10300000.0,경기도 수원시 영통구
4,5744013.0,경기도 안산시 상록구
4,10300000.0,경기도 의정부시
4,9893843.0,경기도 안산시 단원구
4,5788010.0,경기도 안양시 만안구
4,0.0,경기도 부천시
4,6931151.0,경기도 광명시
4,13600000.0,경기도 평택시
4,2222060.0,경기도 동두천시
4,8115190.0,경기도 안양시 동안구
4,8946544.0,경기도 용인시 처인구
4,11800000.0,경기도 용인시 기흥구
4,8139836.0,경기도 용인시 수지구
4,4008505.0,경기도 과천시
4,7521016.0,경기도 구리시
4,16100000.0,경기도 남양주시
4,6274216.0,경기도 오산시
4,10900000.0,경기도 시흥시
4,6659025.0,경기도 군포시
4,4566277.0,경기도 의왕시
4,9884406.0,경기도 하남시
4,10900000.0,경기도 파주시
4,7125438.0,경기도 이천시
4,6498423.0,경기도 안성시
4,12600000.0,경기도 김포시
4,23000000.0,경기도 화성시
4,10200000.0,경기도 광주시
4,7075027.0,경기도 양주시
4,4783313.0,경기도 포천시
4,4629421.0,경기도 여주시
4,1552114.0,경기도 연천군
4,3398070.0,경기도 가평군
4,4873423.0,경기도 양평군
4,13000000.0,경기도 부천시 원미구
4,4461523.0,경기도 부천시 소사구
4,3690096.0,경기도 부천시 오정구
4,1732990.0,경상남도 고성군
4,6288279.0,경상남도 창원시 의창구
4,7109565.0,경상남도 창원시 성산구
4,5037928.0,경상남도 창원시 마산합포구
4,4361436.0,경상남도 창원시 마산회원구
4,4196149.0,경상남도 창원시 진해구
4,6739148.0,경상남도 진주시
4,3528892.0,경상남도 통영시
4,3081601.0,경상남도 사천시
4,12200000.0,경상남도 김해시
4,3186611.0,경상남도 밀양시
4,8712253.0,경상남도 거제시
4,8555622.0,경상남도 양산시
4,912026.0,경상남도 의령군
4,1923243.0,경상남도 함안군
4,2027897.0,경상남도 창녕군
4,1525057.0,경상남도 남해군
4,1337947.0,경상남도 하동군
4,1166233.0,경상남도 산청군
4,1272661.0,경상남도 함양군
4,1651197.0,경상남도 거창군
4,1346454.0,경상남도 합천군
4,9354971.0,경상북도 경주시
4,3685060.0,경상북도 김천시
4,4908597.0,경상북도 안동시
4,8403585.0,경상북도 구미시
4,2810690.0,경상북도 영주시
4,2512604.0,경상북도 영천시
4,2820364.0,경상북도 상주시
4,1919007.0,경상북도 문경시
4,5512232.0,경상북도 경산시
4,1403273.0,경상북도 의성군
4,811895.0,경상북도 청송군
4,377877.0,경상북도 영양군
4,1504330.0,경상북도 영덕군
4,1436417.0,경상북도 청도군
4,983909.0,경상북도 고령군
4,1379021.0,경상북도 성주군
4,3327016.0,경상북도 칠곡군
4,1532712.0,경상북도 예천군
4,716358.0,경상북도 봉화군
4,1584193.0,경상북도 울진군
4,378305.0,경상북도 울릉군
4,6197174.0,경상북도 포항시 남구
4,7462891.0,경상북도 포항시 북구
4,3323649.0,광주광역시 남구
4,4649292.0,광주광역시 동구
4,10600000.0,광주광역시 북구
4,10400000.0,광주광역시 광산구
4,9041227.0,광주광역시 서구
4,986638.0,대구광역시 군위군
4,4154689.0,대구광역시 남구
4,10500000.0,대구광역시 동구
4,10800000.0,대구광역시 수성구
4,13400000.0,대구광역시 달서구
4,5785043.0,대구광역시 달성군
4,11200000.0,대구광역시 북구
4,3409739.0,대구광역시 서구
4,7396221.0,대구광역시 중구
4,5728240.0,대전광역시 동구
4,11900000.0,대전광역시 유성구
4,4214070.0,대전광역시 대덕구
4,12600000.0,대전광역시 서구
4,6704031.0,대전광역시 중구
4,6002609.0,부산광역시 강서구
4,3286210.0,부산광역시 영도구
4,11700000.0,부산광역시 부산진구
4,6949026.0,부산광역시 동래구
4,12200000.0,부산광역시 해운대구
4,5895702.0,부산광역시 사하구
4,5816403.0,부산광역시 금정구
4,6333218.0,부산광역시 남구
4,4211942.0,부산광역시 연제구
4,5537402.0,부산광역시 수영구
4,5084327.0,부산광역시 사상구
4,6042936.0,부산광역시 기장군
4,4189024.0,부산광역시 동구
4,6574858.0,부산광역시 북구
4,3220001.0,부산광역시 서구
4,4422154.0,부산광역시 중구
4,16600000.0,서울특별시 종로구
4,13900000.0,서울특별시 강서구
4,13400000.0,서울특별시 용산구
4,9556182.0,서울특별시 성동구
4,12300000.0,서울특별시 광진구
4,9299537.0,서울특별시 동대문구
4,8396720.0,서울특별시 중랑구
4,10700000.0,서울특별시 성북구
4,6402286.0,서울특별시 강북구
4,6293258.0,서울특별시 도봉구
4,13700000.0,서울특별시 노원구
4,7655720.0,서울특별시 은평구
4,11400000.0,서울특별시 서대문구
4,18000000.0,서울특별시 마포구
4,8273377.0,서울특별시 양천구
4,11100000.0,서울특별시 구로구
4,5002038.0,서울특별시 금천구
4,18300000.0,서울특별시 영등포구
4,10100000.0,서울특별시 동작구
4,11300000.0,서울특별시 관악구
4,23800000.0,서울특별시 서초구
4,33800000.0,서울특별시 강남구
4,23700000.0,서울특별시 송파구
4,11700000.0,서울특별시 강동구
4,17400000.0,서울특별시 중구
4,8687553.0,세종특별자치시 세종특별자치시
4,9293750.0,울산광역시 남구
4,3606217.0,울산광역시 동구
4,5225729.0,울산광역시 북구
4,6578147.0,울산광역시 울주군
4,4966525.0,울산광역시 중구
4,1337180.0,인천광역시 동구
4,9507666.0,인천광역시 미추홀구
4,10600000.0,인천광역시 연수구
4,11300000.0,인천광역시 남동구
4,10500000.0,인천광역시 부평구
4,6049061.0,인천광역시 계양구
4,3203535.0,인천광역시 강화군
4,977488.0,인천광역시 옹진군
4,14600000.0,인천광역시 서구
4,12400000.0,인천광역시 중구
4,7540847.0,전라남도 목포시
4,6894732.0,전라남도 여수시
4,7396369.0,전라남도 순천시
4,3593878.0,전라남도 나주시
4,3347561.0,전라남도 광양시
4,2109777.0,전라남도 담양군
4,862626.0,전라남도 곡성군
4,1049673.0,전라남도 구례군
4,1353031.0,전라남도 고흥군
4,1230715.0,전라남도 보성군
4,2357515.0,전라남도 화순군
4,1228200.0,전라남도 장흥군
4,1304144.0,전라남도 강진군
4,1736204.0,전라남도 해남군
4,1938997.0,전라남도 영암군
4,2807503.0,전라남도 무안군
4,924308.0,전라남도 함평군
4,1638453.0,전라남도 영광군
4,1508907.0,전라남도 장성군
4,1549256.0,전라남도 완도군
4,949728.0,전라남도 진도군
4,1393066.0,전라남도 신안군
4,9138540.0,전북특별자치도 전주시 완산구
4,8265027.0,전북특별자치도 전주시 덕진구
4,8003920.0,전북특별자치도 군산시
4,7691785.0,전북특별자치도 익산시
4,2721111.0,전북특별자치도 정읍시
4,2484993.0,전북특별자치도 남원시
4,2306468.0,전북특별자치도 김제시
4,3105071.0,전북특별자치도 완주군
4,798008.0,전북특별자치도 진안군
4,969763.0,전북특별자치도 무주군
4,532621.0,전북특별자치도 장수군
4,1148072.0,전북특별자치도 임실군
4,743358.0,전북특별자치도 순창군
4,1867570.0,전북특별자치도 고창군
4,1837908.0,전북특별자치도 부안군
4,19000000.0,제주특별자치도 제주시
4,8475459.0,제주특별자치도 서귀포시
4,3716462.0,충청남도 공주시
4,3835836.0,충청남도 보령시
4,8726129.0,충청남도 아산시
4,4922566.0,충청남도 서산시
4,3690461.0,충청남도 논산시
4,1225372.0,충청남도 계룡시
4,5813792.0,충청남도 당진시
4,2022913.0,충청남도 금산군
4,2438598.0,충청남도 부여군
4,2039191.0,충청남도 서천군
4,962371.0,충청남도 청양군
4,2722624.0,충청남도 홍성군
4,2827485.0,충청남도 예산군
4,3358992.0,충청남도 태안군
4,7708201.0,충청남도 천안시 동남구
4,6789167.0,충청남도 천안시 서북구
4,7565361.0,충청북도 충주시
4,3351623.0,충청북도 제천시
4,1276514.0,충청북도 보은군
4,2060055.0,충청북도 옥천군
4,1485753.0,충청북도 영동군
4,1316789.0,충청북도 증평군
4,2494888.0,충청북도 진천군
4,1472417.0,충청북도 괴산군
4,3297776.0,충청북도 음성군
4,1331277.0,충청북도 단양군
4,5465915.0,충청북도 청주시 상당구
4,4609803.0,충청북도 청주시 서원구
4,6765248.0,충청북도 청주시 흥덕구
4,4888088.0,충청북도 청주시 청원구
5,116000000.0,강원특별자치도 춘천시
5,125000000.0,강원특별자치도 원주시
5,101000000.0,강원특별자치도 강릉시
5,36600000.0,강원특별자치도 동해시
5,18200000.0,강원특별자치도 태백시
5,50600000.0,강원특별자치도 속초시
5,28800000.0,강원특별자치도 삼척시
5,32300000.0,강원특별자치도 홍천군
5,20800000.0,강원특별자치도 횡성군
5,14500000.0,강원특별자치도 영월군
5,29400000.0,강원특별자치도 평창군
5,19200000.0,강원특별자치도 정선군
5,16700000.0,강원특별자치도 철원군
5,11000000.0,강원특별자치도 화천군
5,9383620.0,강원특별자치도 양구군
5,17500000.0,강원특별자치도 인제군
5,21200000.0,강원특별자치도 고성군
5,26100000.0,강원특별자치도 양양군
5,93200000.0,경기도 수원시 장안구
5,97000000.0,경기도 수원시 권선구
5,110000000.0,경기도 수원시 팔달구
5,127000000.0,경기도 수원시 영통구
5,84200000.0,경기도 성남시 수정구
5,56500000.0,경기도 성남시 중원구
5,221000000.0,경기도 성남시 분당구
5,132000000.0,경기도 의정부시
5,71800000.0,경기도 안양시 만안구
5,103000000.0,경기도 안양시 동안구
5,146000000.0,경기도 부천시
5,87500000.0,경기도 광명시
5,167000000.0,경기도 평택시
5,28100000.0,경기도 동두천시
5,73700000.0,경기도 안산시 상록구
5,121000000.0,경기도 안산시 단원구
5,155000000.0,경기도 고양시 덕양구
5,124000000.0,경기도 고양시 일산동구
5,95600000.0,경기도 고양시 일산서구
5,43300000.0,경기도 과천시
5,93100000.0,경기도 구리시
5,204000000.0,경기도 남양주시
5,75500000.0,경기도 오산시
5,134000000.0,경기도 시흥시
5,80200000.0,경기도 군포시
5,54500000.0,경기도 의왕시
5,122000000.0,경기도 하남시
5,106000000.0,경기도 용인시 처인구
5,147000000.0,경기도 용인시 기흥구
5,100000000.0,경기도 용인시 수지구
5,139000000.0,경기도 파주시
5,87600000.0,경기도 이천시
5,79000000.0,경기도 안성시
5,157000000.0,경기도 김포시
5,278000000.0,경기도 화성시
5,124000000.0,경기도 광주시
5,89500000.0,경기도 양주시
5,59200000.0,경기도 포천시
5,55200000.0,경기도 여주시
5,19000000.0,경기도 연천군
5,41800000.0,경기도 가평군
5,58100000.0,경기도 양평군
5,65500000.0,경기도 부천시 원미구
5,23100000.0,경기도 부천시 소사구
5,18200000.0,경기도 부천시 오정구
5,77400000.0,경상남도 창원시 의창구
5,89100000.0,경상남도 창원시 성산구
5,63800000.0,경상남도 창원시 마산합포구
5,55100000.0,경상남도 창원시 마산회원구
5,50500000.0,경상남도 창원시 진해구
5,85100000.0,경상남도 진주시
5,43000000.0,경상남도 통영시
5,37000000.0,경상남도 사천시
5,150000000.0,경상남도 김해시
5,38700000.0,경상남도 밀양시
5,108000000.0,경상남도 거제시
5,107000000.0,경상남도 양산시
5,10100000.0,경상남도 의령군
5,23300000.0,경상남도 함안군
5,21600000.0,경상남도 창녕군
5,20300000.0,경상남도 고성군
5,17800000.0,경상남도 남해군
5,14500000.0,경상남도 하동군
5,13400000.0,경상남도 산청군
5,15100000.0,경상남도 함양군
5,20200000.0,경상남도 거창군
5,15300000.0,경상남도 합천군
5,76400000.0,경상북도 포항시 남구
5,93800000.0,경상북도 포항시 북구
5,111000000.0,경상북도 경주시
5,42000000.0,경상북도 김천시
5,60400000.0,경상북도 안동시
5,102000000.0,경상북도 구미시
5,33700000.0,경상북도 영주시
5,31000000.0,경상북도 영천시
5,34700000.0,경상북도 상주시
5,24000000.0,경상북도 문경시
5,76000000.0,경상북도 경산시
5,17400000.0,경상북도 의성군
5,10700000.0,경상북도 청송군
5,4643932.0,경상북도 영양군
5,19700000.0,경상북도 영덕군
5,17600000.0,경상북도 청도군
5,11500000.0,경상북도 고령군
5,16500000.0,경상북도 성주군
5,39900000.0,경상북도 칠곡군
5,18500000.0,경상북도 예천군
5,8838170.0,경상북도 봉화군
5,20200000.0,경상북도 울진군
5,4147040.0,경상북도 울릉군
5,59800000.0,광주광역시 동구
5,112000000.0,광주광역시 서구
5,43100000.0,광주광역시 남구
5,131000000.0,광주광역시 북구
5,128000000.0,광주광역시 광산구
5,91900000.0,대구광역시 중구
5,130000000.0,대구광역시 동구
5,42600000.0,대구광역시 서구
5,51700000.0,대구광역시 남구
5,140000000.0,대구광역시 북구
5,133000000.0,대구광역시 수성구
5,164000000.0,대구광역시 달서구
5,70300000.0,대구광역시 달성군
5,11500000.0,대구광역시 군위군
5,69800000.0,대전광역시 동구
5,81200000.0,대전광역시 중구
5,155000000.0,대전광역시 서구
5,146000000.0,대전광역시 유성구
5,53000000.0,대전광역시 대덕구
5,55300000.0,부산광역시 중구
5,39700000.0,부산광역시 서구
5,51400000.0,부산광역시 동구
5,42000000.0,부산광역시 영도구
5,148000000.0,부산광역시 부산진구
5,85600000.0,부산광역시 동래구
5,80100000.0,부산광역시 남구
5,79900000.0,부산광역시 북구
5,155000000.0,부산광역시 해운대구
5,74000000.0,부산광역시 사하구
5,73800000.0,부산광역시 금정구
5,71300000.0,부산광역시 강서구
5,52500000.0,부산광역시 연제구
5,70600000.0,부산광역시 수영구
5,61000000.0,부산광역시 사상구
5,76300000.0,부산광역시 기장군
5,199000000.0,서울특별시 종로구
5,209000000.0,서울특별시 중구
5,163000000.0,서울특별시 용산구
5,115000000.0,서울특별시 성동구
5,147000000.0,서울특별시 광진구
5,120000000.0,서울특별시 동대문구
5,103000000.0,서울특별시 중랑구
5,134000000.0,서울특별시 성북구
5,82300000.0,서울특별시 강북구
5,78900000.0,서울특별시 도봉구
5,171000000.0,서울특별시 노원구
5,108000000.0,서울특별시 은평구
5,147000000.0,서울특별시 서대문구
5,221000000.0,서울특별시 마포구
5,99000000.0,서울특별시 양천구
5,171000000.0,서울특별시 강서구
5,134000000.0,서울특별시 구로구
5,60900000.0,서울특별시 금천구
5,211000000.0,서울특별시 영등포구
5,120000000.0,서울특별시 동작구
5,135000000.0,서울특별시 관악구
5,279000000.0,서울특별시 서초구
5,409000000.0,서울특별시 강남구
5,278000000.0,서울특별시 송파구
5,141000000.0,서울특별시 강동구
5,105000000.0,세종특별자치시 세종특별자치시
5,62700000.0,울산광역시 중구
5,117000000.0,울산광역시 남구
5,45100000.0,울산광역시 동구
5,64700000.0,울산광역시 북구
5,81700000.0,울산광역시 울주군
5,141000000.0,인천광역시 중구
5,18300000.0,인천광역시 동구
5,116000000.0,인천광역시 미추홀구
5,129000000.0,인천광역시 연수구
5,135000000.0,인천광역시 남동구
5,129000000.0,인천광역시 부평구
5,73700000.0,인천광역시 계양구
5,178000000.0,인천광역시 서구
5,36800000.0,인천광역시 강화군
5,10600000.0,인천광역시 옹진군
5,92000000.0,전라남도 목포시
5,85100000.0,전라남도 여수시
5,89600000.0,전라남도 순천시
5,43300000.0,전라남도 나주시
5,41700000.0,전라남도 광양시
5,26100000.0,전라남도 담양군
5,10500000.0,전라남도 곡성군
5,11700000.0,전라남도 구례군
5,16900000.0,전라남도 고흥군
5,14300000.0,전라남도 보성군
5,27200000.0,전라남도 화순군
5,14700000.0,전라남도 장흥군
5,14000000.0,전라남도 강진군
5,21300000.0,전라남도 해남군
5,22700000.0,전라남도 영암군
5,34900000.0,전라남도 무안군
5,10600000.0,전라남도 함평군
5,19600000.0,전라남도 영광군
5,18700000.0,전라남도 장성군
5,18400000.0,전라남도 완도군
5,11500000.0,전라남도 진도군
5,14600000.0,전라남도 신안군
5,113000000.0,전북특별자치도 전주시 완산구
5,102000000.0,전북특별자치도 전주시 덕진구
5,97500000.0,전북특별자치도 군산시
5,94700000.0,전북특별자치도 익산시
5,33600000.0,전북특별자치도 정읍시
5,29700000.0,전북특별자치도 남원시
5,27600000.0,전북특별자치도 김제시
5,37300000.0,전북특별자치도 완주군
5,8453912.0,전북특별자치도 진안군
5,13500000.0,전북특별자치도 무주군
5,6588459.0,전북특별자치도 장수군
5,12700000.0,전북특별자치도 임실군
5,9066124.0,전북특별자치도 순창군
5,21300000.0,전북특별자치도 고창군
5,22100000.0,전북특별자치도 부안군
5,230000000.0,제주특별자치도 제주시
5,99500000.0,제주특별자치도 서귀포시
5,93200000.0,충청남도 천안시 동남구
5,81900000.0,충청남도 천안시 서북구
5,43300000.0,충청남도 공주시
5,46000000.0,충청남도 보령시
5,104000000.0,충청남도 아산시
5,57100000.0,충청남도 서산시
5,42500000.0,충청남도 논산시
5,14500000.0,충청남도 계룡시
5,65600000.0,충청남도 당진시
5,23900000.0,충청남도 금산군
5,28500000.0,충청남도 부여군
5,24200000.0,충청남도 서천군
5,10400000.0,충청남도 청양군
5,32800000.0,충청남도 홍성군
5,33300000.0,충청남도 예산군
5,37400000.0,충청남도 태안군
5,65200000.0,충청북도 청주시 상당구
5,56200000.0,충청북도 청주시 서원구
5,83200000.0,충청북도 청주시 흥덕구
5,58700000.0,충청북도 청주시 청원구
5,87500000.0,충청북도 충주시
5,40100000.0,충청북도 제천시
5,14100000.0,충청북도 보은군
5,23200000.0,충청북도 옥천군
5,18000000.0,충청북도 영동군
5,15900000.0,충청북도 증평군
5,29900000.0,충청북도 진천군
5,17900000.0,충청북도 괴산군
5,40500000.0,충청북도 음성군
5,16000000.0,충청북도 단양군
